PathwayL1	KO	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
Brite Hierarchies	K15904K14949K12132K07154K04757K08884K16692K07636K07768K07637K07638K07639K07640K07641K07642K07643K07644K07645K07646K07647K07648K07649K07652K07653K07654K19081K11633K14982K18345K18350K18986K20487K02484K07673K07674K07675K20263K07676K07677K07678K07679K07777K07778K11617K14988K07698K07700K07701K07704K08082K07706K12294K02478K07708K07709K07710K02668K07711K03407K11711K13040K07717K07718K20974K00936K11527K03238K01251K00850K21814K04079K20074K14394K01079K03101K02654K02464K02506K02278K07991K06012K01355K08566K03605K08315K06383K01372K22684K01304K01951K09473K07010K13694K21471K21473K19303K13695K00764K00265K00820K01953K05520K05523K18881K03152K01442K07284K08600K08659K07813K18015K16291K19234K19235K19236K21470K01256K01414K01284K08602K08605K01387K19959K07386K01308K07260K08641K18866K17733K01407K06972K07263K01255K07751K01267K01273K01295K01439K13049K01258K01270K01436K21613K01451K12940K12941K14665K05823K02083K21472K19304K01265K01271K01262K08326K08643K09612K19689K01299K01305K03798K01261K18530K20608K20609K06013K03799K07387K01423K01277K11749K16922K16203K02172K07261K09933K01266K04775K04771K04772K04691K08372K01347K01361K14645K17734K01322K01278K01354K07258K07262K18988K21469K07259K01358K01281K01338K04076K04770K07177K01356K03503K03100K13280K01259K03797K08676K04773K04774K05995K13282K19225K06399K01297K03432K03433K01419K13051K00681K22602K08303K03592K03568K13963K08276K06894K06910K04087K04088K07151K00721K00728K08256K13668K00720K19002K03429K00709K20151K00737K13500K19872K12583K13677K13678K16153K00703K16148K00694K00786K03814K05367K05365K05366K03693K12555K18770K00748K07264K02527K12981K02841K02843K02849K03277K03275K03276K12984K02844K02840K03280K19354K12986K12995K12996K12997K07272K12998K12999K12990K12991K12992K21011K13001K13004K18788K02851K22907K13683K13684K02852K12582K02853K05946K00712K00692K11387K16647K22902K03669K16650K16870K11936K19423K19424K19425K17250K21364K21365K21366K21367K21368K00697K16698K16703K00748K00677K02536K02517K02560K19803K12973K12974K03760K02535K16363K12976K03269K07264K00912K12978K12979K02527K12981K02841K02843K02849K03277K02844K03275K03276K12984K02840K03280K12986K02848K02850K12975K19353K19354K02847K00996K02851K22907K13012K20444K12990K12991K12992K12995K12996K12997K07272K12998K12999K20534K13001K13004K05789K18827K18788K21364K21365K21366K21367K21368K01627K00979K03270K06041K03271K03273K03272K03274K10011K07806K10012K13014K12962K12963K02474K13016K13018K01791K13019K13010K00790K00075K01924K01925K01928K05362K01921K05363K12554K01775K01776K01297K01000K02563K06153K19302K03980K05366K05365K05367K03693K12555K18770K05515K03587K00687K12556K08724K08384K21466K21467K05364K07258K07259K18988K21469K07262K03814K16291K19234K19235K19236K21470K08641K07260K18866K07261K19303K13694K19304K21471K21472K17733K21473K07284K08600K08309K08304K08305K08306K08307K08308K18691K01448K11066K03806K06078K11533K00645K00648K00647K09458K00059K01716K02372K16363K00208K02371K00209K18474K01071K10804K10805K10806K12500K00508K04786K04784K01895K01908K01907K01905K22224K12507K01897K12428K00666K00631K03621K08591K00655K02363K01252K02364K04786K04784K15311K04785K00795K13787K13789K12503K00805K02523K00806K02291K00791K02548K03179K02257K01885K01886K09698K01894K01866K01867K01883K01887K01874K01870K01873K01869K04567K01876K01893K09759K01892K01880K01878K01879K01875K01881K01868K01872K01889K01890K00812K00813K11358K00835K14260K14261K00832K14287K08969K14267K10206K00841K10907K00817K00639K00652K14155K00822K00819K00821K00840K07250K00823K00836K09251K00833K03851K01845K00824K00826K03342K03430K09469K00830K00831K07806K02805K13010K15629K02703K02706K02709K02689K02690K02691K02114K02112K02115K02111K02113K02109K02110K02108K02116K00558K03120K02099K02508K02854K02855K03490K03755K04033K07780K11920K13631K13632K05804K18325K14063K18954K18991K21746K21906K21905K23237K13652K13653K07506K10778K13529K13530K13633K03566K02521K03576K03717K04761K05596K05798K05817K07592K10972K11921K13634K13635K13636K13794K13928K14057K16135K17737K16516K17850K18900K19338K21645K21698K21699K21742K21757K11534K02444K02530K02081K02430K03436K02468K03477K06283K22103K02529K02525K05499K03435K03484K03485K03487K03604K06145K06146K12113K16136K02103K03482K03486K03489K03492K02043K03710K05836K10711K11922K03603K05799K11474K13637K19775K14348K19776K00375K18907K07979K11475K13654K15735K22293K23015K18476K02167K03577K18136K05501K09017K16137K16138K18140K18294K19335K22041K22105K03718K03719K05800K03556K04333K07781K07782K21963K21901K22650K21907K03712K06075K15974K22489K03713K08365K19591K13638K13639K13640K21089K21744K21972K03711K09823K02076K09825K13641K02624K05818K10973K19333K21602K10914K01420K21556K21562K21563K21828K16326K13643K13771K19587K03892K21885K21903K22043K22298K15546K21686K03709K11924K10947K23238K03481K15835K19337K02171K03524K03557K03720K02688K07724K11925K06211K13655K14056K15773K18830K20480K20342K20373K20374K22300K20375K18831K21557K23356K17473K19505K21405K12146K12266K15836K02584K02647K02019K01926K03706K07726K07727K07728K07729K07722K03764K13821K18918K02538K03480K03483K03488K03491K03493K18531K18955K23239K23240K21600K09684K06284K04769K05527K03497K07736K02443K02531K05785K03402K02565K15545K02562K03705K03707K03708K03721K03765K22486K03567K02616K03974K03973K05311K05346K11531K05880K06140K02825K07733K07734K07735K08277K06204K07738K09683K09685K11926K12296K14414K22302K07471K03120K03136K10843K09578K03040K03043K03046K03048K03060K03086K03087K03088K03089K03090K03091K03093K03092K02405K03580K02600K03625K02601K03599K03600K07315K04749K04757K03597K03598K03803K06204K03624K04760K03628K19000K03047K03053K03055K03058K13525K06965K03265K03231K03679K08300K08301K03685K12574K18682K12573K01167K13288K03698K03732K11927K05592K18692K03654K01689K00962K03628K00850K04043K04077K03666K00937K22468K00970K08311K03563K18765K02553K09893K06958K02984K02987K02991K02995K02962K02974K02978K02979K02930K02936K02875K02889K02896K02908K02915K02922K02921K02924K02927K02929K02967K02988K02990K02992K02996K02946K02948K02950K02954K02956K02959K02961K02963K02970K02863K02886K02906K02926K02931K02933K02939K02864K02867K02935K02871K02874K02876K02878K02879K02881K02884K02887K02888K02890K02892K02895K02899K02902K02907K02911K02913K02914K02916K02919K02945K02982K02986K02994K02952K02965K02968K02897K02904K02909K07590K11130K03685K09140K13288K03538K03537K03264K03595K03979K02936K06204K02600K03625K02601K06183K02528K03500K00564K08316K09761K11392K03501K03438K07056K15984K18846K06442K00563K03218K02427K06970K11391K00783K06969K07115K12297K06968K06941K15632K03215K03212K06177K06178K06179K06180K06181K06182K00561K03214K03789K03790K05844K03817K02860K14441K09136K02687K07320K18850K08300K08301K11145K05592K05591K05590K18692K06949K03977K14540K03665K06948K07566K01139K02834K09748K14761K09710K07042K07574K14762K09889K03812K05808K05809K02972K06942K03538K03537K03540K00784K01167K00974K14415K03231K01885K01881K01870K01869K01874K01886K01887K04567K01876K01872K01893K01880K01868K01875K01883K01873K01892K01889K01890K01866K01867K07560K00555K07442K03439K22900K06173K03177K06176K04487K01409K07739K07566K00791K03650K03495K00773K01008K01082K03536K03683K00989K01169K01147K03684K01975K07559K06020K01878K01879K14164K01894K09759K09698K03976K19055K11991K05539K05540K05541K06168K18707K15256K15257K02533K04094K00557K00554K03214K00556K15396K06967K03216K15460K07446K07254K03437K06175K06177K00566K21947K14058K04085K07237K07236K07235K11179K13628K06980K15904K15461K07568K06920K01737K10026K06879K09457K18979K09765K06917K18779K03151K04075K06957K14742K06925K22132K12573K00962K18828K03236K03113K03237K03238K03263K03243K03264K02519K02520K06158K03231K03232K03234K02357K02358K02355K03833K03265K02835K02838K02493K01056K04794K02518K02356K04568K19810K09906K02836K02837K02839K09890K15034K03694K03695K03696K03697K04086K03544K03667K04079K04043K04044K04045K04046K04077K03686K05516K05801K04082K04083K03687K13993K04080K04081K04762K04078K04797K04798K04771K03798K02108K07346K03071K06006K07803K19777K19778K09796K04651K04652K03533K23349K01361K14645K12373K03767K03768K03770K09569K03772K03773K03774K03775K07533K09578K03769K03771K03671K03672K05838K03674K03675K03676K07390K03673K03611K03981K04084K02199K03805K00940K13525K07192K11982K01551K19872K01191K01267K00844K01623K00134K01834K00873K04079K03231K06902K02927K13570K10580K11982K04079K03432K03433K13527K13571K20814K03420K03469K04802K04799K10747K00558K11130K05787K03530K04764K05788K02313K02314K02315K02316K03346K11144K03111K02683K02337K03763K02338K02339K02340K02341K02342K02343K02344K02345K03470K03471K02335K01972K02322K02323K04801K10748K06223K03645K10763K02469K02470K02621K02622K03166K03167K03168K03169K11253K07739K00558K03685K13990K01623K07192K03746K11685K05787K03530K04764K05788K05516K18997K05804K02313K12961K11940K04047K03557K03666K05596K03719K06899K03632K03804K03633K03529K05896K06024K03590K05589K13052K09812K03587K03466K03586K03591K03589K03588K09811K03531K03528K09888K09892K18657K18778K06916K01448K03585K06286K03610K03609K03608K04074K13053K09772K05501K03645K03569K03570K03571K05837K03496K03497K02621K02622K03495K03501K04094K03733K04763K02499K03593K04095K03978K00567K01669K03648K03652K03575K03660K10773K04802K04799K10747K10843K10580K03574K17816K01520K10778K13530K13531K03919K03649K21929K01247K13529K01246K10563K05522K01142K01151K05982K07462K01972K02335K03701K03702K03703K05984K03657K03043K03046K03040K03048K03060K03723K03555K07456K03572K03573K01141K03601K03602K10857K02337K03763K02338K02339K02340K02341K02342K02343K02344K02345K03111K06223K07458K03582K03583K03581K03553K03550K03551K01159K01160K04066K02686K04067K02317K03546K03547K04485K03629K03655K03584K06187K03631K03700K03554K16898K16899K15342K19789K04483K04484K10979K02469K02470K03168K05787K03530K10906K07455K03557K04764K05788K03654K03746K02346K03502K03503K01356K02336K14161K14162K14623K12149K03565K03656K03658K03722K03724K23258K01554K00525K00526K06881K03878K03881K03882K03884K00412K02256K02261K02262K10908K02519K02520K02357K02358K02355K03538K03537K17675K02911K02990K02959K03595K01866K01869K01876K01880K01887K02433K02434K02435K01173K17680K03111K07277K04043K03687K04077K04078K03686K04487K04082K07390K03593K02257K02259K03217K14998K07152K04079K14698K14699K11085K18889K18890K13409K18104K18891K18892K18217K18893K18887K18888K06147K12541K16299K12292K20344K16012K16013K06148K18230K19350K05685K06159K02471K15738K21397K02021K02048K23163K02046K02047K02045K02020K02018K02017K05776K15495K05772K05773K06857K15576K15577K15578K02051K02050K02049K15551K15552K10831K15553K15554K15555K02012K02011K02010K02064K02063K02062K11069K11070K11071K11072K11073K11074K11075K11076K02055K02053K02054K02052K11081K11082K11083K11084K02002K02001K02000K05845K05846K05847K15598K15599K15600K05777K05778K05779K10108K10109K10110K10111K10112K15770K15771K15772K10117K10118K10119K10232K17315K17316K10200K10201K10202K10240K10241K10242K10537K10538K10539K10188K10189K10190K10192K10193K10194K17318K17319K17320K10540K10541K10542K10543K10544K10545K10546K10547K10548K10549K10550K10551K10553K10559K10560K10561K10562K10439K10440K10441K17202K17203K17204K17206K17213K17214K17215K10120K17323K05813K05814K05815K05816K10228K10229K17234K17236K07335K10555K10556K10557K10558K02067K02066K02065K18480K07323K07122K02027K02025K02026K02058K02057K02056K02069K02068K02040K02037K02038K02036K02044K02042K02041K10013K10015K10016K10017K10014K10036K10037K10038K09996K09997K09998K09999K10000K10001K10002K10003K10004K10039K10040K10041K10018K10020K10021K09969K09970K09971K09972K10005K10006K10007K10008K02424K10009K10010K16957K16958K16959K16960K10022K10025K23059K17077K23060K23061K01999K01997K01998K01995K01996K02073K02072K02071K11959K11960K11961K11962K11963K01989K05832K05833K17073K17074K17076K23057K16961K16962K16963K02030K02029K02028K15580K15581K15582K15583K10823K12368K12369K12370K12371K12372K16202K19226K19227K19228K19229K19230K15584K15585K15586K15587K10824K13889K13890K13891K13892K02035K02033K02034K02031K02032K13893K13894K13895K13896K23181K23182K23183K23184K23185K23186K23187K23188K23227K23228K10829K02016K02015K02013K06858K06073K06074K11601K11602K19975K19976K19973K09815K09816K09817K11704K11705K11604K11605K11606K11607K19971K19972K10830K11707K11708K11709K11710K09819K09820K02009K02008K02007K02006K03523K16783K16784K16923K16924K16926K16927K16785K16786K16787K16925K02077K02075K02074K11051K11050K09688K10107K09689K22921K09690K09691K07091K11720K06861K09692K09693K09694K09696K09697K20459K20460K20461K20491K20492K20490K19310K19309K11631K16905K16906K16907K09808K09810K02196K02195K02194K02193K09811K09812K02004K02003K01992K01990K09013K14347K14445K03327K08137K02100K08138K06609K06610K03444K02532K02429K03291K03289K11537K03288K03761K03762K08172K08173K08177K03290K08178K03535K08191K13021K08194K12299K23016K08195K05819K03449K05820K07784K11382K02445K07783K02575K08227K08225K08218K18552K08151K07552K08153K08154K08156K08159K08160K08161K08162K08163K03445K23241K19577K08152K03446K08167K08168K08169K18326K18926K07786K08217K18833K18214K08221K08223K08224K06902K08219K08222K06141K08368K08369K08483K08484K02784K11183K02777K02779K02778K20118K02804K02803K02791K20108K02810K02757K02755K02753K02819K11192K02750K02768K02770K02769K11201K11202K11203K02798K02800K11200K02786K02788K02759K02760K02761K02781K02782K02783K02773K02774K02775K20112K20114K02794K02793K02795K02796K19506K19507K19508K19509K02812K02813K02744K02745K02746K02747K10984K10985K10986K17465K17466K02821K02822K03475K02806K05881K06188K02440K10716K03320K00799K03599K07114K19416K06212K03459K21993K02598K03282K05802K22051K03442K22044K16052K16053K06213K08717K03191K02556K02557K03561K03559K03562K03560K03284K16074K06199K08994K08363K08364K09476K11929K09475K16076K14062K02024K16077K10124K16079K07221K03286K11934K06076K05517K07347K12678K07279K01347K12684K12685K12687K19231K19611K16090K16091K16092K21573K15721K16088K16089K16087K02014K12538K15725K07796K12340K12543K18139K15550K20988K01991K22924K07267K14053K16140K07277K17713K07287K05807K06186K07278K09800K22110K21449K09774K11719K04744K03643K20543K20920K06518K11104K16209K16210K16211K16248K11732K11733K11734K11735K11736K11737K11738K16234K16235K14052K03756K03757K03758K03759K16238K20265K19540K16263K16264K13283K16267K07238K15726K07787K18899K18095K18138K18324K18142K18146K07788K07789K03297K11741K18924K18925K11742K11743K08978K15268K15269K03298K11939K05340K06216K02856K05786K09936K12962K09771K06157K16321K06155K13629K06156K07084K03299K02526K07791K07792K00427K02550K03303K02168K05245K03304K07300K07301K16322K14392K11928K14393K11102K11103K07862K03312K03313K03314K03315K11105K11745K11746K11747K11748K03498K03499K10974K10975K02824K09016K16169K16345K16346K06901K11535K16323K16324K16325K03834K03835K03836K03837K03838K05782K09477K11106K07240K07241K03321K03322K11690K21393K21394K21395K03324K01551K03893K03325K03326K05561K05562K05563K05564K05565K05566K05567K05568K05569K05570K05571K16693K16695K06409K03980K13936K03549K06895K05834K05835K03329K11249K11250K07793K07794K07795K03468K15547K03548K16789K16788K09125K22736K05595K03588K23242K07243K07224K16301K07230K08970K15383K03832K03640K03646K03641K15987K20509K01571K01573K01604K23351K23352K01615K13929K20510K13931K06196K08344K07312K07311K07309K07310K07306K07307K07308K00184K00185K07811K03532K03533K07821K07812K08351K08352K08354K08357K08358K08359K03543K15549K12537K15727K07798K12542K13408K18898K18901K18094K03585K18141K19586K07799K13888K20345K15548K21572K03811K04758K04759K07490K17938K05770K06189K16302K06144K16347K16348K02198K07507K07127K07245K07156K18814K07274K19419K12340K12537K12538K12541K12542K12543K13408K13409K16299K02450K02451K02452K02453K02454K02455K02456K02457K02458K02459K02460K02461K02462K02463K02464K02465K02654K02650K02652K02653K02655K02658K02659K02660K02662K02663K02664K02665K02666K02669K02671K02672K08084K02278K02279K02282K02283K12510K12511K12514K02651K02679K02680K02681K02682K02504K02505K12288K12289K12290K12291K02507K02221K07991K02237K01493K02238K02240K02241K02242K02243K02244K02245K02246K02248K02236K03221K03224K22509K22510K02400K02401K04061K02409K02411K02412K02417K02418K02419K02420K02421K03194K03197K03199K03200K03201K03203K03204K03195K03196K03205K12055K12056K12057K12058K12059K12060K12062K12064K12065K12067K12068K12071K03981K12203K12204K12206K12213K12214K12217K12218K20266K07344K12678K07279K01347K12684K12685K12687K11891K11892K11893K11895K11896K11897K11900K11901K11903K11904K11905K11906K11907K11910K11911K07345K07346K07347K07348K07349K07350K12518K12519K21964K21965K21966K21967K21968K04336K04337K04338K06214K03070K03071K03072K12257K03073K03074K03075K13301K03076K03106K03110K03210K03217K12268K12269K12270K07342K03105K03116K03117K03118K03425K11006K11041K11031K03699K11068K11139K01114K16619K01197K01387K11057K11059K07636K07657K07658K07768K07776K07637K07660K07638K07659K07639K07661K07640K07662K07641K07663K07642K07664K07643K07771K07644K07665K07645K07666K07646K07667K07647K07772K07648K07773K07649K07774K07775K07652K07668K07653K07669K07654K07670K19081K19082K11633K14981K14982K14983K18144K18345K18344K18350K18349K18986K18987K20487K20488K02484K02483K07673K07684K07674K07685K07675K07686K20263K07677K07676K07687K07678K07689K07679K07690K07688K07777K07778K07693K11617K11618K07696K14988K14989K07698K07699K07700K07702K07701K07703K11615K07704K07705K08082K08083K07706K07707K12294K12295K02478K02477K07708K07712K07709K07713K07710K07714K02668K02667K07711K07715K08476K11384K02481K03407K03413K03412K03415K02658K02488K11711K11712K13040K07717K07719K07718K07720K15012K20974K20976K00936K22010K02485K11527K07814K03407K03408K03410K03411K00575K03412K03413K03414K03415K03406K05874K05875K05876K05877K03776K02411K02412K02413K02418K02419K02420K02421K02400K02401K03516K02410K02416K02417K02409K02394K02386K02393K02415K02408K02414K02387K02388K02389K02391K02392K02395K02390K02396K02397K02399K18475K02406K02407K02422K02423K02403K02402K02405K02556K02557K02424K02425K13626K02398K06603K02385K02404K07991K02658K02659K02660K02667K02668K02669K02650K02652K02653K02654K02666K02665K02664K02663K02662K02671K02672K02655K02651K02278K02279K02282K02283K07345K07346K07347K07348K07349K07350K07351K07352K07353K07354K07355K07356K06990K03569K18640K03531K03590K03610K03609K03608K03496K03497K04079K01623K01689K00134K00927K00873K03767K01273K03386K03231K03234K07192K04077K04043K01810K01278K01053K04799K00088K02358K13525K02503K11253K00016K14347K01897K00626K01251K00939K00759K01755K01940K01482K01464K03841K13990K01206K00849K00700K00864K01915K01698K00457K01205K01724K01077K00058K00602K06013K00002K00382K03522K00261K00036K01803K01834K03098K15342K09951K07012K19088K19075K07464K19090K19091K19117K19118K19119K19123K19046K19124K19125K19126K19129K19130K19131K19132K19133K19134K09952K19137K19138K09002K19140K01153K01154K03427K01155K06223K07317K07318K07319K00571K00558K00590K01156K07316K07451K07452K19147K07448K18920K18921K18919K18922K19048K18862K19780K07171K07172K18841K18842K19155K19156K06218K18918K18923K19157K07473K19158K19159K07154K15773K07339K18843K19160K19161K05839K19162K03973K03970K19163K19164K19092K07746K07341K19165K19166K07334K18831K21498K13651K13655K18828K18829K16214K18830K21495K19334K13650K12148K19688K12151K03531K03569K02621K02622K01885K19167K18837K18838K19168K09159K18839K18840K04487K19171K19175K04257K01278K01197K15125K01077K01194K01273K01197K18698K18699K18796K18767K18790K19215K19275K00662K18815K19278K18816K00663K19883K17881K00984K05593K17910K19272K19299K00897K18846K08151K08168K18214K18217K18220K18221K00561K15632K18230K19350K08217K18833K08160K06880K19545K18236K18234K18552K19271K00638K18554K18824K18825K18589K18590K08167K21264K21252K02172K02171K17836K07644K07665K18345K18344K07260K18346K15739K08641K18350K18349K18348K18856K18866K03367K03739K14188K03740K14205K07637K07660K03585K18138K18139K18294K18094K18095K19591K18144K18146K18140K18141K18142K12340K07690K18898K18899K18900K18901K18907K18104K13632K09476K21237K07132K21239K18951K21525	32214.0612334167	35266.78470296	38058.5697798518	51713.376333947	71944.3067953683	52355.0702329709	37092.7859056386	78584.9359646677	49438.9924579044	38818.4903864135	54266.2983750496	52504.9973111047	210744.7898187826	79132.5039723114	50612.498188998	45069.0164109152	40828.2480820506	41339.3454653811	48493.9934006891	40502.8915370197	77854.3579131393	73540.3785054959	37461.6113415975	35754.477917718	61445.8939619522	45998.502217308	48088.6460003408	63936.1501472437	54260.5989873354	38344.9838735305	48680.8164979155	28776.1896440583	45838.2824487623	47570.6561553303	49191.9026754089	40607.4965482513	69936.2842529359	56798.3149666454	41943.7145701376	63633.5130012506
Cellular Processes	K07342K01201K01205K01202K01195K01206K12373K01192K01186K01197K01565K00232K01897K03426K00803K00869K00830K00031K01640K03781K04565K04564K03237K03237K06902K02927K04802K02313K02314K01338K03531K03589K03590K03588K02563K11749K03544K01358K02488K13590K02651K01768K08738K01173K03237K08738K05770K03386K08738K01897K00657K00261K01915K00688K04079K03767K08738K22745K14394K04802K07173K03666K01657K01658K20257K12990K01626K06998K07645K07666K07711K07715K02403K02402K11006K07667K20263K07782K01580K20265K10555K10556K10557K10558K11216K11531K08321K11530K20266K07344K02055K02053K02054K02052K01999K01997K01998K01995K01996K13075K22956K01728K07781K14051K20276K01897K10914K09823K01218K01497K11752K09936K18139K07800K07813K07706K07707K16619K11031K12292K12293K12294K12295K14982K14983K15580K15581K15582K15583K10823K20342K12296K20344K20345K20373K20374K02035K02033K02034K02031K02032K20375K01635K03217K20379K08605K14645K12257K03073K03075K03076K03210K03070K03110K03071K03106K07699K01114K20480K20483K20484K20487K20488K20490K20491K20492K07173K03666K01791K02472K00640K01912K05946K03606K20920K20988K02452K02453K02454K02455K02456K02457K02458K02459K02460K02461K02462K02463K10939K07678K07689K03563K02777K02779K05851K10914K03557K03092K03087K02405K02660K02659K02658K01768K03651K10914K12990K01657K01658K20257K07678K07689K03563K20974K20976K02398K02405K11891K11893K11901K11900K11903K11895K11907K21019K21021K21023K16011K12992K21011K21012K02777K05851K10914K02403K02402K02398K02405K02425K06204K03087K21084K21085K21086K21087K21088K14051K21089K04333K04336K18968K21090K00694K07173K11531K01991K12687K07782K07678K07689K03563K00975K00703K00688K11935K11931K11936K11937K04761K07648K07773K07677K07676K07687K07781K03566K03567K07638K07659K03406K05874K05875K05876K05877K03776K10108K10439K10540K12368K03407K03408K03413K03410K03414K03412K03415K03411K00575K02410K02416K02417K02556K02557K02408K02409K02410K02411K02412K02413K02414K02415K02416K02417K02418K02419K02420K02421K03516K02400K02401K02386K02387K02388K02389K02390K02391K02392K02393K02394K02395K02396K02397K02406K02407K02422K02423K02556K02557K02398K02399K02424K02425K03086K02403K02402K03092K02405	2445.5715254116	2638.6378773226	2758.5312480876	4355.6205846716	6337.9224721736	4349.356703277	2965.7292894788	6560.370033604	3710.9079862085	3170.9016365838	4224.1870311612	4240.7871801864	22447.1207578941	5414.9275625032	4223.043123263	4071.0222274223	2978.5867708907	3501.3738025384	3692.1903168259	2804.142447658	6133.9081822998	7224.5722150909	2869.4227084404	2791.5236508963	4562.0412268123	3488.7127731922	3521.0395091788	5155.7282046047	4505.3301855282	2659.3884038879	4167.0122824491	2060.8456905809	3736.6130431962	3713.0003197598	3679.7278424956	3164.7885082556	6293.0881997094	4932.7860164553	3125.0140217976	5310.4227682747005
