# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
K00759	36.8706875369	60.5301515304	42.026022111	80.95972733949999	62.790447109300004	81.1603707205	75.39738177279999	86.5506723715	54.1792944932	48.3654066787	141.8893002027	64.0524334386	174.68575719289998	38.9708678548	102.1846885635	74.27739871120001	79.1326914433	96.286254118	83.9561679516	43.8083130248	114.8696174447	162.6985418123	47.5809142276	55.9708788204	81.2796156641	76.8252949829	105.6010086539	88.1228152215	55.4038675883	67.4470414549	87.2306817974	38.0015614386	64.5704112644	79.394280599	48.0658424395	63.9698599906	90.7362929223	115.0424513656	52.0328599142	89.7461074561
K00760	26.4616087844	17.844582750500003	8.9881045675	20.074437286800002	29.9737073911	24.0508904713	9.8727566536	47.740399704699996	20.6232922461	2.6074531003	29.0216432313	38.7363456708	117.7523948994	10.5989744864	16.5498591852	3.9123752495999997	18.5387173953	17.4718426701	18.3311347086	31.368109721899998	11.1444819808	25.3962366972	25.6326666495	21.3645074193	60.8571744723	34.7411717958	20.1962686517	41.561893324500005	52.173002580100004	14.2562671823	3.9572455641	12.4809040176	15.79201599	27.981149063700002	14.493044898	10.9067594902	17.9009128991	35.2722544847	34.1955996058	11.4627973338
K00761	72.31389457040001	64.1399082036	94.2018619974	90.1139421536	84.0002700979	49.725925223	119.6772877099	205.48937794079998	81.4276832976	88.7190203292	100.7023410912	102.8992627452	192.870280334	234.3734199803	108.2166332052	99.282383346	70.2076705387	123.7431728291	125.6769018861	37.8165936072	252.3073387621	214.3374127625	78.4320098232	70.1831090665	111.5063273718	76.8786540261	70.508414607	96.9680453127	115.5864340199	56.504071916	131.4388344651	79.36461741869999	66.2772096452	92.3203258022	95.9784998545	56.9892113189	139.900024701	110.408350329	64.5743468526	181.2141456755
K00762	70.1502361733	91.8803470117	173.9351420102	100.603968245	149.161811177	128.123378583	78.9403281851	96.92017684700001	108.0229078124	127.6192492644	158.3893284536	84.9289497101	197.4748111165	52.2222160023	125.2723298926	95.38625063180001	121.437157351	136.0074556107	136.2758471599	77.1700149183	137.9559811551	169.29060555270001	81.7689849903	100.8893831519	94.3708021213	152.3724678397	156.3991905123	151.592633003	82.9794787706	115.9117122521	112.9538524332	99.345919677	106.4615625042	144.99023986449998	125.81689530569999	153.3472555113	152.436302636	126.7890476094	82.5956717623	99.7352519935
K00763	20.663026517	13.1998198132	115.151392754	46.1622464755	76.9821637858	37.5451126717	73.0619540036	55.7334674322	43.4218220598	47.5387433843	40.6844709916	41.8478957673	134.0251214965	170.9384055665	46.1187378692	19.7017628694	44.585641488200004	32.5380137163	58.708699621	23.783481924900002	168.2575648695	139.736455566	39.2680283333	37.5436066665	66.9039491649	21.2220065901	78.59584487960001	37.729251464600004	36.1809131277	58.9378050168	55.7707854444	30.2004408283	33.6678560177	40.3882766204	77.6416588862	73.2892309591	43.180021616299996	101.89688717	40.277207565	67.6433160675
K00764	30.0158920851	33.3680622369	81.9004476435	35.5064515651	95.7886254239	56.730885326199996	23.9810607318	36.7052095887	44.204414481600004	87.2184729443	53.2715882873	27.4793962641	104.66887342269999	20.3959752918	26.867201497099998	27.5267438898	53.3735980079	24.841640522600002	45.0943165964	57.5174902348	27.288525014	21.724485338	26.1153415078	41.8687924485	64.647901104	42.6290656024	72.90734554950001	69.58541116319999	38.363349126799996	56.0631597175	35.1338681084	60.2367786442	60.941893406999995	49.7000052109	56.5684864683	81.5695789271	46.4301186718	48.7423607192	39.9299471477	28.2554636936
K00765	48.1003289441	71.8898721776	67.1610775412	71.8376185495	84.5770136765	76.5808832515	86.4957132629	94.9537109844	75.8042597425	73.2660535617	98.14559916019999	89.7937139603	171.6760767242	144.7712850088	94.0470451082	69.1277636428	80.6280614938	86.0761081932	86.5683799748	55.5683277353	165.35886737689998	156.4453219438	62.5464136723	56.7366823085	112.3274056098	83.2041951455	94.971650825	92.3202010318	60.8395672287	62.415168260799994	75.2506062836	55.786890210100005	90.4588143743	83.7485190413	75.18189436349999	63.9001458272	82.9174444139	109.73616413399999	62.5903353912	80.40407106069999
K00766	39.5714196159	56.6226080991	61.8047656492	50.916365018200004	55.6204643664	47.2683111917	95.47714355480001	73.964342348	67.7998430324	40.647474991	82.3112733515	68.4533881298	88.9785853477	159.8086049773	93.9888685385	78.8583018178	67.0509174038	100.198765595	84.9388322187	44.3080841267	193.2930956358	152.4921766589	46.091187821	54.0516707928	96.5557513071	69.7252426025	83.5496310303	76.3147984189	46.3780750815	66.2751299665	68.1395267397	34.4198761589	49.7865949652	87.9335793621	78.4721841321	58.577904612	96.3036512409	92.4217491553	49.9716788676	55.9132832476
K00767	19.3248113143	24.8842465861	19.4496082948	33.3532501256	65.7115468313	48.131185043900004	21.2348676878	66.3848101805	54.6471143504	23.3086373524	60.1550737683	33.0062449164	132.2409265926	47.163877792600005	58.417430047399996	37.9798430838	53.969875544	15.1350996319	23.6929555992	31.360145828300002	47.0537951	21.3019434888	42.9503366119	30.122049563900003	42.650188015	48.699418635899995	53.309898653299996	82.4593894553	40.5312316181	42.7565246884	27.0634997205	23.0796425795	45.8336554463	47.3452860029	24.1251850367	32.8888477977	56.7301435276	53.9321851308	44.4165233175	76.6025326429
K00768	15.3179604965	17.4680978816	2.8527463843	18.0402249705	29.543787458799997	30.3240490628	1.8499960555	38.5037520139	18.763895073300002	18.8297532969	24.259310722800002	26.172447818200002	105.6966817208	0.9356272729	11.6672551303	4.3690186887	27.6024188341	10.748789804200001	23.2861611585	26.3687493848	3.9163892229	14.9813940695	6.1297541284	13.0814645743	33.579455461900004	23.4619593523	20.4985490029	31.943396297099998	42.983174395	18.2158588521	4.4280997918	10.4679724605	16.995279473100002	36.2038800321	4.3251234817	29.516568263099998	18.7909588058	21.269178285800002	27.5916059266	55.2330235493
K00769	1.2036451202	0.0893988065	1.3137596668	4.1251468177	12.2031614806	10.3150583365	0	2.5006968169	0.3405053708	0.4434325031	1.6141581738	0.8240686645	63.1243578395	0	1.0607462855	1.927023444	1.9312184883	0.8326790998	0.1300046573	0.4770903753	0.6456277273	17.546147965	1.0793296815	2.417737417	1.8831689075	1.2531731309	2.055465924	5.3725753481	7.6440605286	0	0	1.4377054554	1.8029161214	0.46671999919999996	1.683267428	0.3899814458	8.5816858793	6.0180537763999995	1.2267181558	0.7806972577
K00773	44.1047143641	43.0190229666	58.521320905	60.3274128092	82.5238965114	67.9686377259	61.8669396736	140.5743182493	92.8667387885	28.3284469271	89.3804478618	92.11095668429999	176.2696307889	245.5894972451	86.1643399003	58.2209772789	65.3392314186	49.4972128799	74.2295273341	61.4453394869	182.6620638185	40.816061327	77.3323107939	50.4668288323	107.5137218041	93.05303846929999	58.9000003211	85.2568580944	68.8332389245	53.793879184699996	86.8535418732	34.7279387281	76.5859427263	62.9570608838	118.3229769782	48.3269715954	117.4591970118	62.8183007243	77.8587970887	109.50863505619999
K00782	2.0629020938	5.6052571558999995	3.1776605869	6.3432013664	8.9713200206	12.7061958457	1.4839375269000001	9.9234430786	6.5611671595	1.9631423846999998	15.6704236675	6.5327640582	88.45960339690001	0	5.8412733905	1.6152646211000001	6.4175951083000005	2.5215244198	1.465529039	11.7869776566	1.1783653466000001	3.6401221339	6.3252070227	5.2717472012	4.6462939379	9.2316862928	17.9785208154	16.4022883829	4.2786888073	9.1601037679	0.7123080773	4.1543858628	11.7373696154	4.6846724538	2.0449976654	6.5458859628	12.858334645300001	13.9368217114	12.6621663902	1.8939529546
K00783	30.7958656028	53.3232682511	19.0657554498	75.4767566779	56.6441247866	64.8360554294	36.1413927352	127.6169571533	69.6949778694	28.039062675	79.6595679624	92.4102366061	179.6053255112	55.7325862136	86.700620659	73.1426072342	58.8880087841	38.6229472071	68.3605721153	39.8599097756	66.0831439064	42.536966382799996	66.0566465735	38.543602893	86.0402203455	85.6055968896	60.4419787752	85.9024082824	69.68528578189999	48.7408178495	96.8863785317	34.3124143923	82.9759639188	56.1943809106	53.5352631692	49.0026376151	128.1419440822	61.6719324261	53.2539053327	118.3818144376
K00784	32.906773529	44.436327492800004	43.3722459053	42.3845871032	69.4188313593	70.4825481589	89.6823247752	37.9457731979	69.6741227962	85.0868467857	73.4678200312	22.1165711982	109.0299938788	51.718020717	90.0304127302	68.0131426717	53.9928562151	74.6586185843	68.125922445	31.5363341526	92.861162575	157.57872823949998	34.2497018725	48.2491494384	78.3106513251	45.3365759953	83.6557789539	73.7678173245	43.0675158289	66.9722643214	30.6943713139	40.1872684744	42.5009280022	64.7785564605	34.3545605581	55.948368830999996	49.610955721	81.0846198927	31.538164884100002	75.9224910423
K00786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4002652675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00788	39.3805674074	41.002689286	35.328984538	45.0945290496	68.3530820659	62.3400033546	81.0742830598	59.9838893496	66.55982358	95.2160601325	49.4364306838	23.982859729	71.68480177330001	74.8333886862	85.2177997272	57.9360599328	63.9070801039	75.6334635971	62.4971859098	31.5767409203	63.649941658799996	94.45629102379999	45.0809162431	51.8964570562	38.7598335261	29.72092876	55.6849608131	65.3417734482	58.6015867272	79.26474614109999	32.6501899962	52.8941564076	46.0774824275	45.3350781234	39.6582166022	77.90119313	58.1627182066	61.8305136986	24.821548004	47.690631499
K00789	44.8084529394	50.1674768209	109.55672703149999	71.7043527304	116.2576601138	83.2497068671	38.6411559623	118.5018317161	113.4278929788	60.8104818107	92.9190116474	72.9332445575	119.3156541765	151.3457705125	63.7423855435	65.7123646168	94.5190487878	41.2219314877	79.5574836974	79.1896426299	130.7717164093	18.9535850301	60.9453906893	62.7211191451	98.3323392795	67.4795038517	113.6863348383	124.3880112275	57.2079613802	90.1103863748	75.5690370675	46.5427609875	77.96208021470001	110.4565255137	87.0339900203	100.7835882201	90.5624461107	91.9640471062	76.4368627039	93.3352126341
K00790	37.5117912598	32.50732545	18.0023934686	26.8654767688	68.1144174684	51.0344902448	14.9807784277	55.3525727341	57.141767678499995	27.6852365058	60.4743929699	65.6613557815	126.5993610485	20.0369805364	23.3465271735	26.623103809699998	41.9439357429	20.890921255	31.9104874587	51.6375679446	13.3964008004	42.1305545126	25.8865167097	49.0744638288	83.3114926512	60.3107199453	45.736234495299996	61.5565719091	50.7159940985	28.3295876515	10.5357133869	25.795910425000002	42.0484550542	39.7409806891	27.1254831701	23.232780699	23.301242229099998	56.5342466991	49.5617314236	27.0221365993
K00791	36.8177591157	39.1474959002	38.2233130849	58.7280822002	76.7462557666	80.510871888	51.936777886	114.2064392831	73.489420591	35.3700314919	92.1504820574	71.2133874913	227.00758349129998	152.5450617002	71.9692136786	44.6535722226	73.5115392322	22.8853961603	60.3919752572	54.0312665346	129.2718915282	28.6393809209	52.7521702914	31.689214869	105.12366935690001	47.4085965684	74.3374397458	108.3504227812	70.2784479859	56.5799959536	63.7727712342	26.763184944	81.9425260077	71.9311384871	62.0213344578	54.4787899961	91.2786993825	73.9222762526	76.6097182628	81.6039130879
K00793	18.6099452712	27.2668258216	10.7429878612	20.5214651037	45.3820672753	33.0705982774	16.8048128503	20.220346028	32.769241096500004	12.5482214315	31.5053814033	41.4480554615	95.5768298621	29.2694429611	21.8796835652	7.4388999006	28.6265713121	10.2416531138	17.787860042000002	39.5583195639	14.2704426705	14.1425114557	21.929658932	24.3006119303	44.771914234	39.915182795199996	33.4914019691	42.8581292886	21.5196991287	22.0388159955	16.7988760879	13.9298169158	40.1051380474	31.036095773899998	19.3588264584	21.489190033899998	24.102266815100002	37.9396282088	36.7493962244	54.591226042100004
K00794	41.5018036057	56.4683189016	34.7346246451	35.039282782200004	75.340271564	62.1587130745	79.47947316049999	22.7984824155	57.3188861013	56.2986046142	68.5806557281	44.9604648119	190.0770671912	17.9395785346	70.0589367535	40.9583675432	58.2852709327	76.32639848299999	58.6078756414	36.3384456319	88.2482360687	164.8609122882	30.6975496912	46.3274912945	62.500049215800004	74.8916673265	78.9638699882	73.8905706778	40.6897103736	61.188061631000004	17.199241643	28.126638473499998	51.8638410631	84.8984239381	21.679473601599998	63.0330016295	34.4342171577	106.09241130289999	71.0968836698	22.219414833
K00795	1.1905511741	0.28601440180000004	1.55458645	5.507908281	14.8632452799	4.8477838942	0	3.2330693214	0.4743724957	1.113501725	1.5956059319	1.092012783	80.0684476962	0.1017406187	0.688104308	1.0884043005	0.0732737956	0.665319906	0.1719737201	0.5087481698	1.3011671829	9.2077340234	1.2252044654	0.8747329104	3.0346158801	1.1207917704	2.5284146746	6.883960472	7.9212128563	0	0	0	0.2198811273	0.3502801108	2.1751015454	0.267501906	9.5986899316	4.0959796436	1.3807796643	0.1654841058
K00796	11.2710171129	14.0082768611	9.482142683100001	55.5057674559	23.8984641592	17.6992640786	4.6855984585	89.4724023589	16.0148391248	13.9182736024	35.4469538662	52.4255034616	160.541009239	29.726651990100002	43.1729046062	49.1193464517	14.1109317901	23.7715571294	40.2272367103	14.8567849957	34.9153605427	25.793401576799997	26.1556320147	14.5618348117	68.8116188981	22.2372625862	13.7342916631	44.5075163403	49.262374648	11.5007631459	80.6224050462	6.8573243968	30.1978527701	20.9805045211	40.7602038534	28.8443107614	89.7840558705	21.8324687907	23.1918755124	77.65314849420001
