"","Feature","P","FDR","FC","NPC association"
"K01815","K01815",0.0276744650939232,0.992143520681656,1.04329864650314,"depleted"
"K03088","K03088",0.0282280357942399,0.992143520681656,1.06694438903665,"depleted"
"K04078","K04078",0.0283575335942915,0.992143520681656,0.961325343172847,"enriched"
"K02340","K02340",0.0284988935707926,0.992143520681656,0.960969295062897,"enriched"
"K03924","K03924",0.0285637767255086,0.992143520681656,0.961739664467225,"enriched"
"K19158","K19158",0.0285689775739409,0.992143520681656,0.97207200530429,"enriched"
"K00965","K00965",0.028743115312306,0.992143520681656,0.955590086881927,"enriched"
"K02372","K02372",0.0291706873724696,0.992143520681656,0.961158912931018,"enriched"
"K03060","K03060",0.0295930997250398,0.992143520681656,0.94593226300369,"enriched"
"K01709","K01709",0.0296105313166595,0.992143520681656,1.02026357953278,"depleted"
"K01938","K01938",0.0306252852459703,0.992143520681656,0.961206430022707,"enriched"
"K04486","K04486",0.0307926663512127,0.992143520681656,0.96032554816955,"enriched"
"K03101","K03101",0.0308092459912583,0.992143520681656,0.971904841885517,"enriched"
"K03431","K03431",0.0308794924187154,0.992143520681656,0.962670835163639,"enriched"
"K12529","K12529",0.0309466644726434,0.992143520681656,1.01072841511592,"depleted"
"K07773","K07773",0.0316096956949232,0.992143520681656,1.00720103793755,"depleted"
"K09974","K09974",0.0321786928189621,0.992143520681656,0.970401657274305,"enriched"
"K00147","K00147",0.0323010788441884,0.992143520681656,0.969720281620693,"enriched"
"K02906","K02906",0.0326314107863025,0.992143520681656,0.967787858744404,"enriched"
"K00930","K00930",0.0331140077577002,0.992143520681656,1.03358460645604,"depleted"
"K09963","K09963",0.033402573125464,0.992143520681656,1.02504880517843,"depleted"
"K02835","K02835",0.033899778398541,0.992143520681656,0.972302244825701,"enriched"
"K03612","K03612",0.0340863993865318,0.992143520681656,0.968701400846137,"enriched"
"K02313","K02313",0.0341697638508262,0.992143520681656,0.953849709365257,"enriched"
"K11070","K11070",0.034584647720294,0.992143520681656,0.966280550176481,"enriched"
"K12528","K12528",0.0349755305890073,0.992143520681656,1.01049041893811,"depleted"
"K03665","K03665",0.0353006392366709,0.992143520681656,0.967609779417815,"enriched"
"K01883","K01883",0.0356443883361788,0.992143520681656,1.02512541215266,"depleted"
"K05601","K05601",0.0357131943623634,0.992143520681656,1.02665479240862,"depleted"
"K01788","K01788",0.0358113820431547,0.992143520681656,1.03250594083512,"depleted"
"K02371","K02371",0.035979748354403,0.992143520681656,1.0293081500719,"depleted"
"K01928","K01928",0.0363327899650179,0.992143520681656,1.02325405695405,"depleted"
"K16346","K16346",0.0364435250055176,0.992143520681656,1.0100825347756,"depleted"
"K03177","K03177",0.0368400678863017,0.992143520681656,0.963904907225538,"enriched"
"K02434","K02434",0.0368777286306828,0.992143520681656,0.949120957133744,"enriched"
"K09690","K09690",0.0376691414696405,0.992143520681656,1.01609887778675,"depleted"
"K17758","K17758",0.0383091420946348,0.992143520681656,0.969680123255977,"enriched"
"K05364","K05364",0.0389179093652667,0.992143520681656,0.945047726973795,"enriched"
"K05970","K05970",0.0389608622552906,0.992143520681656,1.04886185639043,"depleted"
"K05515","K05515",0.0392133555104551,0.992143520681656,0.965986171027973,"enriched"
"K01209","K01209",0.0399398311804331,0.992143520681656,1.02352347781221,"depleted"
"K11105","K11105",0.0404892866502859,0.992143520681656,0.96569680181491,"enriched"
"K01056","K01056",0.0407896785278107,0.992143520681656,0.969132914001124,"enriched"
"K00764","K00764",0.0410620340716403,0.992143520681656,1.02961626532219,"depleted"
"K02081","K02081",0.041545050251357,0.992143520681656,1.01807334905478,"depleted"
"K21557","K21557",0.0416023918516172,0.992143520681656,1.01923637616633,"depleted"
"K11991","K11991",0.0419821004258409,0.992143520681656,0.968888865590494,"enriched"
"K15725","K15725",0.0422042401774175,0.992143520681656,1.01717847791305,"depleted"
"K00761","K00761",0.0426459556006932,0.992143520681656,0.956081181433228,"enriched"
"K01232","K01232",0.0426500164007494,0.992143520681656,1.01760597457746,"depleted"
"K01176","K01176",0.0426805059162395,0.992143520681656,0.961997362798725,"enriched"
"K07349","K07349",0.0427032082475246,0.992143520681656,1.00953653673872,"depleted"
"K00819","K00819",0.0435719834697572,0.992143520681656,1.0169436352509,"depleted"
"K06958","K06958",0.0438205080933902,0.992143520681656,0.966301995460503,"enriched"
"K09157","K09157",0.0441760278999638,0.992143520681656,0.964531422176808,"enriched"
"K05770","K05770",0.0458536326090746,0.992143520681656,1.01735846672721,"depleted"
"K14170","K14170",0.0459265525783348,0.992143520681656,0.962181908416037,"enriched"
"K03310","K03310",0.0459435017062107,0.992143520681656,0.939723752310314,"enriched"
"K15923","K15923",0.0461166741264427,0.992143520681656,1.03298902359629,"depleted"
"K01974","K01974",0.0468673231776745,0.992143520681656,1.0061337646143,"depleted"
"K01179","K01179",0.04825966007426,0.992143520681656,1.020992671046,"depleted"
"K06891","K06891",0.0489264966887517,0.992143520681656,1.0064049267984,"depleted"
"K02356","K02356",0.0489833079565435,0.992143520681656,0.964622905920563,"enriched"
"K03610","K03610",0.0492905628517791,0.992143520681656,0.960869010335086,"enriched"
"K11477","K11477",0.0498042372752015,0.992143520681656,1.00915368147761,"depleted"
"K21903","K21903",0.0503948432169354,0.992143520681656,1.03062598086747,"not associated"
"K03630","K03630",0.0506648207116218,0.992143520681656,0.967799003055587,"not associated"
"K00974","K00974",0.050718036419421,0.992143520681656,0.964609638862118,"not associated"
"K03205","K03205",0.0509312939925208,0.992143520681656,1.05632317114049,"not associated"
"K06287","K06287",0.0509786831757487,0.992143520681656,0.967461510560737,"not associated"
"K01992","K01992",0.0510038211275608,0.992143520681656,0.953799594880916,"not associated"
"K01551","K01551",0.0512817446769645,0.992143520681656,1.01471058911718,"not associated"
"K00784","K00784",0.0516511280625138,0.992143520681656,0.970402422034835,"not associated"
"K02892","K02892",0.0532861722003401,0.992143520681656,0.964262177032708,"not associated"
"K21681","K21681",0.0534028224015804,0.992143520681656,1.01463796713344,"not associated"
"K17759","K17759",0.0536590511749213,0.992143520681656,0.970955248264537,"not associated"
"K06148","K06148",0.0542549999570779,0.992143520681656,1.01240880141364,"not associated"
"K02028","K02028",0.054335530069357,0.992143520681656,0.949832013250489,"not associated"
"K01205","K01205",0.0545449398051984,0.992143520681656,1.01964741861709,"not associated"
"K02878","K02878",0.0545544661276958,0.992143520681656,0.970087887095601,"not associated"
"K01476","K01476",0.0546320494709675,0.992143520681656,1.0140289525928,"not associated"
"K01464","K01464",0.0547425321908964,0.992143520681656,1.0137035521475,"not associated"
"K07042","K07042",0.0547833203354906,0.992143520681656,0.968017428061482,"not associated"
"K01008","K01008",0.0565327026319974,0.992143520681656,0.967431750955421,"not associated"
"K02422","K02422",0.0567110175941794,0.992143520681656,0.956347207866271,"not associated"
"K07473","K07473",0.0568908432473115,0.992143520681656,1.05363218271276,"not associated"
"K03702","K03702",0.0572898823871812,0.992143520681656,0.975335475330412,"not associated"
"K02414","K02414",0.0575043507433194,0.992143520681656,0.969440273295866,"not associated"
"K07141","K07141",0.0575200713838256,0.992143520681656,1.00960242886833,"not associated"
"K07138","K07138",0.0575742120628015,0.992143520681656,1.04027957013685,"not associated"
"K07078","K07078",0.0575954279647136,0.992143520681656,1.02404765186425,"not associated"
"K07216","K07216",0.0582988238530775,0.992143520681656,1.01439723585026,"not associated"
"K16211","K16211",0.058385608010137,0.992143520681656,1.02243761012966,"not associated"
"K03394","K03394",0.0584499675544875,0.992143520681656,1.01621031122262,"not associated"
"K18922","K18922",0.0585287448912913,0.992143520681656,1.03199061988141,"not associated"
"K05874","K05874",0.0586055223239517,0.992143520681656,1.00409190323795,"not associated"
"K01581","K01581",0.0586168383307943,0.992143520681656,1.00854061325129,"not associated"
"K00057","K00057",0.0591168854769089,0.992143520681656,0.960036523197563,"not associated"
"K20487","K20487",0.0593966530798198,0.992143520681656,1.02447784627053,"not associated"
"K11473","K11473",0.0599312826731772,0.992143520681656,1.00859589048705,"not associated"
"K07246","K07246",0.0604322396850888,0.992143520681656,1.00388601908617,"not associated"
"K01923","K01923",0.0615945550596471,0.992143520681656,0.968996062516771,"not associated"
"K07221","K07221",0.0618602883508128,0.992143520681656,1.01532300403148,"not associated"
"K11106","K11106",0.0621280165405772,0.992143520681656,1.00404402924458,"not associated"
"K00651","K00651",0.0632852407597124,0.992143520681656,0.962394446220274,"not associated"
"K07106","K07106",0.0633511264799347,0.992143520681656,1.03406030641234,"not associated"
"K02064","K02064",0.0634676724737397,0.992143520681656,1.0051921201239,"not associated"
"K01487","K01487",0.0645576245726525,0.992143520681656,1.01618308614505,"not associated"
"K02867","K02867",0.0651881845174174,0.992143520681656,0.974800784847247,"not associated"
"K00690","K00690",0.0657926129991369,0.992143520681656,0.956940491622942,"not associated"
"K00800","K00800",0.0659487715604818,0.992143520681656,0.973265286369379,"not associated"
"K06919","K06919",0.0659843027208126,0.992143520681656,1.06058266237756,"not associated"
"K09797","K09797",0.0664184268241864,0.992143520681656,1.0157262710743,"not associated"
"K01712","K01712",0.0664578560690833,0.992143520681656,1.01973069831282,"not associated"
"K12144","K12144",0.0666576539642462,0.992143520681656,1.00395471922964,"not associated"
"K09825","K09825",0.0683813106255788,0.992143520681656,0.960216866881882,"not associated"
"K00558","K00558",0.0692950136691887,0.992143520681656,1.01963664166743,"not associated"
"K01200","K01200",0.0693848645276819,0.992143520681656,1.02463098893065,"not associated"
"K11474","K11474",0.06962546789506,0.992143520681656,1.00830905299178,"not associated"
"K09710","K09710",0.0696682916271684,0.992143520681656,0.966784021067372,"not associated"
"K01905","K01905",0.0698941884690937,0.992143520681656,1.01470175426595,"not associated"
"K07496","K07496",0.0702115906729414,0.992143520681656,0.9562643768931,"not associated"
"K02510","K02510",0.0707539447924852,0.992143520681656,1.00995976020445,"not associated"
"K06978","K06978",0.0707841851429608,0.992143520681656,1.01786093600974,"not associated"
"K13993","K13993",0.0726876573170863,0.992143520681656,1.02499445070252,"not associated"
"K02027","K02027",0.0733548234814739,0.992143520681656,0.932355512328066,"not associated"
"K01421","K01421",0.0735728024317877,0.992143520681656,0.952032308667764,"not associated"
"K23257","K23257",0.0740337379631019,0.992143520681656,1.01304992019241,"not associated"
"K07559","K07559",0.0747664147020092,0.992143520681656,1.00703718711424,"not associated"
"K02433","K02433",0.0748683312007498,0.992143520681656,0.962843651662211,"not associated"
"K19429","K19429",0.0751275630963863,0.992143520681656,1.01286875128993,"not associated"
"K01462","K01462",0.0751446360488304,0.992143520681656,0.96278031952704,"not associated"
"K03595","K03595",0.0754508404166908,0.992143520681656,0.977010663934189,"not associated"
"K03303","K03303",0.0770484091765998,0.992143520681656,1.01513112076613,"not associated"
"K11208","K11208",0.0772383678181602,0.992143520681656,1.00603197001292,"not associated"
"K03800","K03800",0.0777898552740946,0.992143520681656,0.965311327998968,"not associated"
"K07043","K07043",0.0778028206229077,0.992143520681656,0.969644330542116,"not associated"
"K00603","K00603",0.0779545752252041,0.992143520681656,1.01765467124309,"not associated"
"K07718","K07718",0.0780569568746998,0.992143520681656,1.02191368163165,"not associated"
"K19157","K19157",0.0786056690572781,0.992143520681656,0.938530835102537,"not associated"
"K02890","K02890",0.0788248674684986,0.992143520681656,0.969069092896192,"not associated"
"K14054","K14054",0.0791629476571807,0.992143520681656,1.00442396752848,"not associated"
"K16235","K16235",0.0794006434107289,0.992143520681656,0.960722575094683,"not associated"
"K19309","K19309",0.0794873542424771,0.992143520681656,1.02791981111843,"not associated"
"K07460","K07460",0.0797977415996912,0.992143520681656,0.969683159911054,"not associated"
"K01689","K01689",0.0806005383986929,0.992143520681656,0.979453440908324,"not associated"
"K03688","K03688",0.0812362487782773,0.992143520681656,0.96307082457211,"not associated"
"K00088","K00088",0.0813050225561233,0.992143520681656,0.959579984157531,"not associated"
"K01791","K01791",0.0827916353463864,0.992143520681656,1.02626204813865,"not associated"
"K03086","K03086",0.0828276421216208,0.992143520681656,0.972436123582152,"not associated"
"K01803","K01803",0.0836024466398328,0.992143520681656,1.02603505210116,"not associated"
"K06907","K06907",0.0839394899162086,0.992143520681656,1.01225873209741,"not associated"
"K01358","K01358",0.0841227021361928,0.992143520681656,0.96581512853246,"not associated"
"K07507","K07507",0.0845123550369596,0.992143520681656,1.01291992882917,"not associated"
"K02190","K02190",0.0846995012690154,0.992143520681656,1.01607494540501,"not associated"
"K03733","K03733",0.0847387624021906,0.992143520681656,0.972887397587177,"not associated"
"K07348","K07348",0.0847522433593353,0.992143520681656,1.00972686473839,"not associated"
"K00929","K00929",0.085427057710251,0.992143520681656,1.01851001392497,"not associated"
"K16329","K16329",0.0857856357823835,0.992143520681656,1.00969624282368,"not associated"
"K03596","K03596",0.0857864721130493,0.992143520681656,0.981294135191752,"not associated"
"K11472","K11472",0.0862390359606838,0.992143520681656,1.00804012401168,"not associated"
"K02662","K02662",0.0874486281805158,0.992143520681656,0.970667064202453,"not associated"
"K07568","K07568",0.0875033348601928,0.992143520681656,1.03211668701616,"not associated"
"K07481","K07481",0.0875427186244762,0.992143520681656,1.03296482603455,"not associated"
"K07316","K07316",0.0876483451563916,0.992143520681656,1.0127955950717,"not associated"
"K03282","K03282",0.0882788434191106,0.992143520681656,1.02491403735055,"not associated"
"K02411","K02411",0.0883009828864552,0.992143520681656,1.00406389859235,"not associated"
"K06023","K06023",0.08838211856108,0.992143520681656,0.964141204385568,"not associated"
"K02493","K02493",0.0888031179489159,0.992143520681656,0.972137197689184,"not associated"
"K07357","K07357",0.0901398420370902,0.992143520681656,1.00845885869376,"not associated"
"K14744","K14744",0.0904220393588162,0.992143520681656,1.00983585164284,"not associated"
"K02013","K02013",0.0905089331279912,0.992143520681656,0.973703137673103,"not associated"
"K08384","K08384",0.0910248035535195,0.992143520681656,1.03241454317475,"not associated"
"K14623","K14623",0.0912921639055306,0.992143520681656,0.98064440696271,"not associated"
"K11529","K11529",0.0922874130519709,0.992143520681656,1.02333591874245,"not associated"
"K00018","K00018",0.0922917388302406,0.992143520681656,0.964965241730371,"not associated"
"K03218","K03218",0.0927530750450579,0.992143520681656,0.962789769862762,"not associated"
"K01963","K01963",0.0927930522369233,0.992143520681656,0.967263358899462,"not associated"
"K09787","K09787",0.09351832086578,0.992143520681656,0.964954633127615,"not associated"
"K04744","K04744",0.0940243835566698,0.992143520681656,1.00839968023326,"not associated"
"K02837","K02837",0.0942098510963067,0.992143520681656,1.03336616117993,"not associated"
"K01627","K01627",0.0944048792745128,0.992143520681656,1.0255939174015,"not associated"
"K03660","K03660",0.0946893004016839,0.992143520681656,0.964713856371492,"not associated"
"K07095","K07095",0.0952524052711438,0.992143520681656,0.974283867891394,"not associated"
"K06923","K06923",0.0953454630882788,0.992143520681656,1.01585424359393,"not associated"
"K07346","K07346",0.0966816915605339,0.992143520681656,1.00814473398909,"not associated"
"K01991","K01991",0.0974871831423554,0.992143520681656,1.0296203811741,"not associated"
"K02278","K02278",0.0976616185360477,0.992143520681656,0.960731879185996,"not associated"
"K00040","K00040",0.09823673448378,0.992143520681656,1.00818045640007,"not associated"
"K01839","K01839",0.0986102064385374,0.992143520681656,0.968505111241145,"not associated"
"K02550","K02550",0.0997496183390638,0.992143520681656,1.00797139531236,"not associated"
"K02909","K02909",0.10052733318038,0.992143520681656,0.96995699244981,"not associated"
"K03742","K03742",0.101085297755773,0.992143520681656,0.9805506409016,"not associated"
"K01813","K01813",0.101732365129288,0.992143520681656,1.02272640785774,"not associated"
"K07351","K07351",0.103299659044542,0.992143520681656,1.00850038003195,"not associated"
"K01684","K01684",0.103329625683421,0.992143520681656,1.01463123256424,"not associated"
"K01945","K01945",0.103652249150966,0.992143520681656,0.968730442273824,"not associated"
"K13626","K13626",0.103779962853375,0.992143520681656,1.01223776879062,"not associated"
"K02687","K02687",0.103879584040039,0.992143520681656,0.976342719221964,"not associated"
"K16324","K16324",0.104014860747603,0.992143520681656,1.00895563626416,"not associated"
"K02233","K02233",0.104035596863832,0.992143520681656,0.97260270049236,"not associated"
"K16213","K16213",0.104349535653516,0.992143520681656,1.01193387588294,"not associated"
"K03119","K03119",0.104505689340015,0.992143520681656,1.00378979929262,"not associated"
"K05832","K05832",0.104871749928689,0.992143520681656,0.964461534612786,"not associated"
"K02397","K02397",0.106642501970257,0.992143520681656,1.0060642941108,"not associated"
"K06180","K06180",0.107307001965388,0.992143520681656,0.965844670938119,"not associated"
"K16326","K16326",0.107366519440018,0.992143520681656,1.00810110806733,"not associated"
"K06405","K06405",0.107743715357044,0.992143520681656,0.967410555774179,"not associated"
"K06298","K06298",0.107785866569634,0.992143520681656,0.969897346484946,"not associated"
"K00901","K00901",0.107952611454857,0.992143520681656,0.971867948396984,"not associated"
"K01880","K01880",0.108101514596164,0.992143520681656,0.968209849919622,"not associated"
"K02389","K02389",0.108985146205298,0.992143520681656,0.972553217243856,"not associated"
"K00700","K00700",0.109344154670053,0.992143520681656,0.97479365006785,"not associated"
"K00349","K00349",0.10972290402544,0.992143520681656,1.01452915648854,"not associated"
"K06412","K06412",0.11113377097816,0.992143520681656,0.958721510898375,"not associated"
"K01890","K01890",0.111146798133304,0.992143520681656,0.982542515360888,"not associated"
"K04077","K04077",0.111244403415158,0.992143520681656,0.976412274205251,"not associated"
"K09789","K09789",0.111998960121948,0.992143520681656,1.0151176484261,"not associated"
"K07793","K07793",0.113056307218254,0.992143520681656,1.02392253958196,"not associated"
"K07456","K07456",0.113096546342921,0.992143520681656,0.966871435343224,"not associated"
"K06390","K06390",0.113193309935455,0.992143520681656,0.968953749136711,"not associated"
"K03324","K03324",0.113356503219843,0.992143520681656,0.970792415483226,"not associated"
"K09768","K09768",0.113412883878107,0.992143520681656,0.965088895242757,"not associated"
"K01173","K01173",0.113541524323313,0.992143520681656,1.01552360765067,"not associated"
"K03563","K03563",0.113577387604016,0.992143520681656,0.956475736326697,"not associated"
"K15582","K15582",0.114594181875103,0.992143520681656,0.986332152248378,"not associated"
"K09939","K09939",0.115093020695194,0.992143520681656,1.01707066485227,"not associated"
"K01924","K01924",0.115494876523702,0.992143520681656,0.976873926103776,"not associated"
"K07560","K07560",0.115693621659485,0.992143520681656,1.02111061677444,"not associated"
"K11740","K11740",0.118480512075459,0.992143520681656,1.00295315550497,"not associated"
"K03598","K03598",0.119027345591893,0.992143520681656,1.00378594005573,"not associated"
"K09935","K09935",0.119084449924244,0.992143520681656,1.01101931166455,"not associated"
"K07096","K07096",0.119543144919203,0.992143520681656,1.01179916524619,"not associated"
"K08234","K08234",0.120069576828223,0.992143520681656,0.953841541809192,"not associated"
"K03828","K03828",0.120170958622834,0.992143520681656,1.00312779536503,"not associated"
"K11069","K11069",0.120674270710482,0.992143520681656,0.976291816613714,"not associated"
"K04079","K04079",0.121025509358877,0.992143520681656,1.01817481023804,"not associated"
"K02798","K02798",0.121289420278757,0.992143520681656,1.01458990480172,"not associated"
"K03319","K03319",0.121319181772295,0.992143520681656,1.00502416647586,"not associated"
"K06885","K06885",0.121473169015617,0.992143520681656,1.01654606304064,"not associated"
"K12137","K12137",0.121656148856115,0.992143520681656,1.0064945471939,"not associated"
"K03569","K03569",0.121767872088001,0.992143520681656,1.01480519935337,"not associated"
"K09803","K09803",0.122909414348928,0.992143520681656,1.01717077972501,"not associated"
"K02988","K02988",0.122939826823718,0.992143520681656,1.03022633334233,"not associated"
"K04064","K04064",0.123915945427091,0.992143520681656,1.00322948264595,"not associated"
"K01937","K01937",0.124209904426017,0.992143520681656,0.979958447899119,"not associated"
"K00759","K00759",0.124291005335233,0.992143520681656,0.976289157784612,"not associated"
"K07733","K07733",0.124315736702003,0.992143520681656,1.00984701785147,"not associated"
"K03589","K03589",0.124659129781066,0.992143520681656,0.976837918285109,"not associated"
