"","Variable","Feature","N1","N2","Mean1","Mean2","Beta","SE","P","FDR","FC","FC_lower","FC_upper"
"K07688","Group","K07688",16,17,0.025309135009,0.0416059675,0.0037015525162617,0.0046382610283146,0.429802177223941,0.99979701592855,1.00256901496847,0.996271294435,1.00890654522459
"K01939","Group","K01939",20,20,0.933543778315,1.113160709055,-0.0241831061559723,0.0303564415975882,0.430610368313678,0.99979701592855,0.983377256340336,0.94364640273247,1.02478091951314
"K15835","Group","K15835",16,17,0.025875029254,0.042003805643,0.00370011182389674,0.00464802814314758,0.43094204282266,0.99979701592855,1.00256801379167,0.996257079831084,1.00891892527238
"K01224","Group","K01224",19,19,0.048827201866,0.048282624634,0.0092019209023264,0.0115633949695472,0.431103012075337,0.99979701592855,1.00639867010884,0.990712023877367,1.02233369413735
"K05349","Group","K05349",20,20,0.6400371331125,0.602654765357,0.0240873943674141,0.0302757989006742,0.431207102471771,0.99979701592855,1.016836268479,0.975860496776458,1.05953258719841
"K07467","Group","K07467",15,17,0.0114791603375,0.0120429907075,0.00834766536664307,0.010506124733023,0.431808523103971,0.99979701592855,1.00580293287425,0.99154878487439,1.02026199336888
"K18236","Group","K18236",3,7,0.0004566354255,0.0032117800985,0.00740284131444446,0.0093215820877711,0.432033211297763,0.99979701592855,1.005144446039,0.992495551083799,1.01795454528718
"K03574","Group","K03574",20,20,0.54430732899,0.651591616065,-0.0272653239964835,0.0343416520856503,0.432158682114335,0.99979701592855,0.981278581707239,0.936548126826855,1.02814540687815
"K00790","Group","K00790",20,20,0.37074033222,0.451093718115,-0.0154471317855097,0.0194663270220429,0.432395895810177,0.99979701592855,0.989349981497992,0.963528247428473,1.01586371598591
"K08884","Group","K08884",13,16,0.002666314803,0.0054504749345,0.0073845288979342,0.00930882978863285,0.432538987089364,0.99979701592855,1.00513168762062,0.992500148008006,1.01792398871353
"K05337","Group","K05337",17,17,0.0156760085385,0.019252830818,0.00699341573152386,0.00881808362612333,0.432657301887513,0.99979701592855,1.00485923436929,0.992892871921756,1.01696981562862
"K11264","Group","K11264",15,17,0.0239279863875,0.040474315452,0.00322245614857874,0.00406846488979498,0.43324432647428,0.99979701592855,1.00223613281799,0.996711766378232,1.00779111856575
"K17992","Group","K17992",20,19,0.0290256331635,0.0288244760415,0.00891176108768206,0.011262506864177,0.433693822459254,0.99979701592855,1.00619628008213,0.990917770193288,1.02171036235794
"K07068","Group","K07068",3,3,0.009427417324,0.013597184257,0.0067482588556374,0.00853155131644111,0.433866802769037,0.99979701592855,1.00468849335067,0.993110680868138,1.01640128146528
"K00854","Group","K00854",20,20,0.4501933981,0.59980720928,-0.0245157097817779,0.0309983343312569,0.433927291090086,0.99979701592855,0.983150571467809,0.94260651302283,1.02543853964869
"K00688","Group","K00688",20,20,0.3854550149705,0.50366133162,-0.0217846730627307,0.027545465529632,0.433932733134132,0.99979701592855,0.985013448392544,0.948833080449235,1.02257342572288
"K10558","Group","K10558",16,17,0.027300309653,0.0431652124145,0.00402547712053206,0.00509064029220019,0.433991502389964,0.99979701592855,1.00279414448188,0.995882763857001,1.00975348977075
"K01507","Group","K01507",20,20,0.3331645488405,0.460925418584,-0.0245810263468394,0.031103638953018,0.434260380371065,0.99979701592855,0.983106061323384,0.942429001554896,1.0255388217215
"K00529","Group","K00529",16,18,0.028193059518,0.044309045839,0.00383308613607136,0.00485332990966112,0.434554283594456,0.99979701592855,1.00266042551581,0.996071050438062,1.00929339172483
"K10794","Group","K10794",13,15,0.006336134309,0.009135959561,0.00737655243476074,0.00934011391659445,0.434562158053835,0.99979701592855,1.00512613040063,0.992452478881448,1.01796162487576
"K01101","Group","K01101",7,8,0.003907158062,0.006713148339,0.00738992974779389,0.00935824588041786,0.434620293593525,0.99979701592855,1.00513545042242,0.992437233868912,1.01799614042829
"K00702","Group","K00702",20,20,0.153417278534,0.2333319585385,-0.0196233510828983,0.0248611313810848,0.434823393251106,0.99979701592855,0.986490216970644,0.953727374063669,1.02037854280339
"K09740","Group","K09740",15,9,0.0054925678,0.0074075704115,0.00787082533613001,0.00997172463946173,0.43482579330511,0.99979701592855,1.00547054949703,0.991941018784715,1.01918461557771
"K07704","Group","K07704",20,20,0.0179897493445,0.0204544642065,0.00758965587173133,0.00962683738054889,0.435362355501543,0.99979701592855,1.00527461060423,0.992212511637092,1.01850866711819
"K17624","Group","K17624",10,9,0.0370849065285,0.0334823458255,0.0103172391223654,0.0130967897831691,0.435718650876378,0.99979701592855,1.00717699728602,0.989414900168178,1.02525796174048
"K07586","Group","K07586",10,14,0.0061252172665,0.008996113719,0.00737610129023149,0.00936500276683505,0.435802179103746,0.99979701592855,1.00512581608813,0.992418611108567,1.01799572766809
"K00793","Group","K00793",20,20,0.283368782975,0.2849352356305,0.01090880689931,0.0138792319178745,0.436752753975649,0.99979701592855,1.00759006838685,0.988769064984716,1.026769325482
"K01872","Group","K01872",20,20,0.47770802658,0.55257402514,-0.0125313701286188,0.0159741189094173,0.437622026117604,0.99979701592855,0.991351531165407,0.970069056042988,1.01310092536386
"K03896","Group","K03896",11,8,0.0058521143305,0.012414882527,0.0056241269781283,0.00717032793128329,0.437690631730766,0.99979701592855,1.00390595619919,0.994174003605194,1.01373317471339
"K02416","Group","K02416",19,20,0.046020371726,0.060559250238,0.00576252403783087,0.00734832026967934,0.437786318713613,0.99979701592855,1.00400226504683,0.994028978863055,1.0140756151517
"K15527","Group","K15527",16,13,0.019035431921,0.0200505388935,0.00846470327144594,0.0107949036748117,0.437819501312264,0.99979701592855,1.00588453143775,0.991240261441438,1.02074515124557
"K01259","Group","K01259",7,10,0.005355826958,0.008335613846,0.0073057492035885,0.00931844571298696,0.437894522758941,0.99979701592855,1.00507680297559,0.992432987979284,1.01788170296161
"K15531","Group","K15531",18,20,0.2896273284745,0.4434205134225,-0.0300744960122745,0.038374341442539,0.438065983303275,0.99979701592855,0.979369724859709,0.929619215287542,1.03178273662846
"K01130","Group","K01130",20,19,0.05802021103,0.1069044900025,-0.00887055383612159,0.0113190042210885,0.438081582477683,0.99979701592855,0.993870264573562,0.978703794308017,1.00927176184284
"K02123","Group","K02123",20,20,0.35832980331,0.3418253911605,0.019889967466959,0.0253866104315946,0.438199977462829,0.99979701592855,1.01388214932703,0.979510057437363,1.04946039595896
"K06987","Group","K06987",20,20,0.151920359993,0.145592954591,0.0123180840983342,0.0157478455346782,0.438939769804535,0.99979701592855,1.00857480004257,0.987226007749918,1.0303852606146
"K16264","Group","K16264",20,20,0.273415287363,0.3734783369455,-0.0192353983773561,0.0245992815139842,0.439089543095086,0.99979701592855,0.986755528072151,0.954323305303357,1.02028994447688
"K07814","Group","K07814",20,20,0.0772343250475,0.0720914400325,0.0119166661274895,0.0152408560199806,0.439124408932398,0.99979701592855,1.00829421147815,0.987631384979946,1.02938933731939
"K01752","Group","K01752",20,20,0.46816409305,0.59206417915,-0.0209048729081399,0.0267479712471933,0.43932168802327,0.99979701592855,0.985614323322909,0.950441083049741,1.02208922958398
"K18350","Group","K18350",14,13,0.0015707316435,0.0046679062505,0.00722180087617791,0.00924212425023414,0.439408414577772,0.99979701592855,1.00501832071886,0.992478144098878,1.01771694519041
"K09952","Group","K09952",19,19,0.0640460571355,0.0582074993105,0.0114124034901222,0.0146160724370032,0.439750416640053,0.99979701592855,1.00794184577624,0.988124615714188,1.02815651822672
"K18890","Group","K18890",20,20,0.0539181452945,0.0942455936175,-0.00653901146524713,0.00837949922510429,0.440014103718413,0.99979701592855,0.995477758904029,0.984209379190389,1.00687515220365
"K09014","Group","K09014",20,20,0.2520972970775,0.2453014954405,0.016146467969996,0.0207007203207957,0.440225050729957,0.99979701592855,1.01125474212525,0.98321106446896,1.04009829672038
"K00177","Group","K00177",20,20,0.210432466071,0.1954775043495,0.016319410845269,0.0209377646153374,0.44055704203405,0.99979701592855,1.01137597341849,0.983012312673577,1.04055803413713
"K07506","Group","K07506",2,3,0.001195846705,0.004100524913,0.00733748453573259,0.00941607317214054,0.440658097733045,0.99979701592855,1.00509891215049,0.99232319490721,1.01803911103838
"K14083","Group","K14083",1,3,3.95406e-05,0.003111619936,0.00725845429247355,0.00933129740910997,0.441467220297921,0.99979701592855,1.0050438547519,0.992383127172031,1.01786610666493
"K00209","Group","K00209",20,19,0.0349119420795,0.036514529958,0.0081083589283692,0.0104241588322106,0.441477830512016,0.99979701592855,1.00563610956845,0.991494728799557,1.01997918445053
"K22293","Group","K22293",20,18,0.0744598237725,0.1269677159955,-0.0105698063605094,0.0135898541477338,0.441519259252274,0.99979701592855,0.992700341398135,0.974540521669916,1.01119855552374
"K07386","Group","K07386",20,20,0.1224338349755,0.114206976574,0.0117769546539396,0.0151597433366712,0.442052333497338,0.99979701592855,1.00819657237542,0.987644576386777,1.02917623692948
"K07154","Group","K07154",20,20,0.41871946067,0.509106439055,-0.0202971264521903,0.0261664725730905,0.442731803585885,0.99979701592855,0.986029608452563,0.951593015156619,1.02171240568122
"K08152","Group","K08152",5,4,0.0002143303355,0.0032662176095,0.00726990445349658,0.00938016269447547,0.443118434809675,0.99979701592855,1.00505183146168,0.992325123885523,1.01794176083061
"K01419","Group","K01419",19,18,0.0789766081145,0.085871092647,0.0103563385088904,0.0133735170753722,0.443491070165796,0.99979701592855,1.00720429379376,0.989069801646516,1.02567127997216
"K00887","Group","K00887",17,17,0.0025142996665,0.005836871861,0.00711770714847886,0.00919777706301462,0.443806978884149,0.99979701592855,1.00494580897772,0.992466330122826,1.01758220740535
"K07035","Group","K07035",20,20,0.13589937104,0.1287293919815,0.0135511068827772,0.0175145325447872,0.44389133069377,0.99979701592855,1.00943716336544,0.985701429354363,1.0337444549012
"K02355","Group","K02355",20,20,0.97847910674,0.973338149065,0.0173664764426946,0.0224530580822048,0.444037088342798,0.99979701592855,1.0121102667639,0.981702968285471,1.04345940185751
"K00241","Group","K00241",20,19,0.2102141936205,0.203728181621,0.0160228136268361,0.0207351357721301,0.444457900875101,0.99979701592855,1.01116807052894,0.983080830658389,1.04005778057178
"K03723","Group","K03723",20,20,0.255991494835,0.3260526206795,-0.0143791521083841,0.0186130377744073,0.444578479329566,0.99979701592855,0.990082635888267,0.965360227004672,1.01543817371576
"K00639","Group","K00639",20,20,0.4667193591325,0.4282128359745,0.0268016027161823,0.0347014759280522,0.444685854795311,0.99979701592855,1.01875108984331,0.971837299540669,1.06792956346445
"K13288","Group","K13288",20,20,0.3975577394765,0.5325232996835,-0.0266030926457164,0.0344703251715045,0.445025051392061,0.99979701592855,0.981729115319367,0.936814343430319,1.02879728798413
"K07031","Group","K07031",17,16,0.010594562955,0.0130903773785,0.00755591872957132,0.00979138080405302,0.445070200930831,0.99979701592855,1.00525110272839,0.991967536522616,1.01871255089566
"K03664","Group","K03664",20,20,0.83872977187,0.82137598958,0.022461868501362,0.0291508046029603,0.445743958021466,0.99979701592855,1.01569121510498,0.976252532910993,1.0567231424899
"K23078","Group","K23078",17,14,0.00279472501,0.005973448502,0.00720259073217962,0.00934962100667122,0.445848523374354,0.99979701592855,1.00500493852957,0.992319998200167,1.01785203190583
"K13292","Group","K13292",20,20,0.198083152988,0.1947492169065,0.0118267886099002,0.015353208230827,0.445876623455987,0.99979701592855,1.00823139837116,0.987419129738987,1.02948233637135
"K07448","Group","K07448",20,19,0.121261381237,0.1934201605485,-0.0186548771864973,0.0242247863676002,0.446017187686443,0.99979701592855,0.987152665196444,0.955193246542436,1.02018140091734
"K08302","Group","K08302",20,20,0.017752255104,0.0210351882625,0.00728086543476642,0.009461246678966,0.44632661346983,0.99979701592855,1.00505946744561,0.992223355672194,1.01806163635175
"K13953","Group","K13953",17,19,0.0265962132165,0.063798583458,-0.00508003338554716,0.00661034174966371,0.446941456307226,0.99979701592855,0.996484981374334,0.987576010292364,1.00547432071648
"K07137","Group","K07137",20,20,0.480422902565,0.5712951494,-0.0202462239836399,0.0263801849846865,0.447539842987192,0.99979701592855,0.986064399052911,0.951350332752514,1.02204515582224
"K02650","Group","K02650",16,17,0.054046265207,0.0578009789455,0.00834129778651913,0.010872012751096,0.447687744238663,0.99979701592855,1.0057984936016,0.991051650208262,1.02076476994783
"K16325","Group","K16325",16,17,0.0256383261235,0.042096679292,0.00359650713552953,0.00468861320106348,0.44777817288908,0.99979701592855,1.00249601866163,0.996130612148016,1.00890210096574
"K18930","Group","K18930",20,14,0.009043257899,0.011231934773,0.00779651128419497,0.0101849182427425,0.448705100220465,0.99979701592855,1.00541875846421,0.991602677127408,1.01942734039414
"K01975","Group","K01975",18,19,0.0131141408005,0.02178711648,0.00474506239574115,0.00620556082428089,0.449204536407747,0.99979701592855,1.00329444140407,0.994871542993057,1.01178865074779
"K05343","Group","K05343",9,10,0.0082440065605,0.0107012157035,0.00758717486409867,0.0099327272380171,0.449670014586342,0.99979701592855,1.00527288183151,0.991798555649829,1.0189302668259
"K01736","Group","K01736",20,20,0.967533307395,1.06979155297,-0.0156405118476469,0.0204933519695619,0.450056932951172,0.99979701592855,0.989217377078025,0.962055826206939,1.01714577517941
"K01879","Group","K01879",20,20,0.0589230213865,0.1066732380205,-0.00772252174260759,0.0101208586555908,0.45015651636809,0.99979701592855,0.994661456769384,0.981078577073447,1.00843238931363
"K01646","Group","K01646",20,20,0.0727452817915,0.0873312271545,0.00753721425544885,0.00988579059762508,0.450510873129206,0.99979701592855,1.00523806977907,0.991827453693625,1.01883001238771
"K00013","Group","K00013",20,20,0.75529210202,0.728201135915,0.019969437996133,0.0261998409403484,0.450647756668791,0.99979701592855,1.01393800033357,0.978482361588527,1.05067838611971
"K03186","Group","K03186",20,20,0.108948384944,0.1208975078985,0.00641840787356884,0.00842104474352528,0.450653811361358,0.99979701592855,1.00445881237505,0.993032720238981,1.0160163760919
"K01051","Group","K01051",20,20,0.150015749497,0.212105324815,-0.01248628920996,0.0163936358659762,0.450967562159195,0.99979701592855,0.991382509116204,0.96954662561498,1.01371017485428
"K08602","Group","K08602",20,20,0.051419035774,0.0527102823725,0.00865093526084286,0.0113583081309294,0.450976552020978,0.99979701592855,1.00601438560881,0.99060969888307,1.02165862619052
"K07309","Group","K07309",18,19,0.0143007641305,0.0303442381405,0.00232360148445278,0.00305799651813853,0.452036178757082,0.99979701592855,1.00161189552696,0.99745933312604,1.00578174562465
"K21471","Group","K21471",20,20,0.358086504303,0.4684855349995,-0.0251924066645041,0.0331568711600809,0.452065677277056,0.99979701592855,0.982689532298731,0.939405617522695,1.02796779035247
"K06209","Group","K06209",20,20,0.0546027989655,0.055865572741,0.00830527325319501,0.0109336813605563,0.452177912617069,0.99979701592855,1.00577337882132,0.990943877881176,1.02082480362924
"K06962","Group","K06962",7,13,0.003254263604,0.0066845926645,0.00706387585879132,0.0093049036455377,0.452442772296795,0.99979701592855,1.0049083121276,0.992284872453988,1.01769234200431
"K21397","Group","K21397",14,18,0.008961227057,0.012182975896,0.00715736483949611,0.00942817326800611,0.45244853486024,0.99979701592855,1.00497343392756,0.992183001185422,1.017928750738
"K10550","Group","K10550",14,14,0.012878525686,0.054950405331,-0.00625123913015008,0.00824029357276905,0.452760671088447,0.99979701592855,0.995676345246932,0.984591906440437,1.00688557157489
"K03217","Group","K03217",20,20,0.4461902546,0.531998766349,-0.0163039498007879,0.0214979639530554,0.452892791023559,0.99979701592855,0.988762580009426,0.960301969022455,1.01806668231879
"K09807","Group","K09807",20,20,0.1555727397815,0.1622670937915,0.0111412368678897,0.0146945333613036,0.453014529512501,0.99979701592855,1.00775241246346,0.98783360358677,1.02807286686591
"K05363","Group","K05363",5,7,0.0010167519225,0.004616584845,0.00698204116829589,0.00920891831080191,0.453018477799646,0.99979701592855,1.00485131184269,0.992357985868009,1.01750192298677
"K01479","Group","K01479",10,16,0.0025731035715,0.00615728195,0.00698449557791488,0.00921409113254287,0.453112687278197,0.99979701592855,1.00485302136463,0.992352700220814,1.0175108046977
"K05346","Group","K05346",20,20,0.0517374448125,0.045844627778,0.0102017749259123,0.013460576679723,0.45318544605916,0.99979701592855,1.00709639242787,0.988846878821683,1.02568270716474
"K05837","Group","K05837",20,20,0.168372412292,0.2260510577815,-0.0109763170473564,0.0144932200910607,0.453516093669989,0.99979701592855,0.992420665903335,0.973070994305369,1.01215510880076
"K01658","Group","K01658",20,20,0.1324478243055,0.135065664194,0.00752534088099542,0.00993785093174428,0.453576011711313,0.99979701592855,1.00522979670779,0.99174914454454,1.01889368873946
"K10979","Group","K10979",14,13,0.001648522889,0.005135839012,0.00702968591905105,0.00928466405115586,0.453642031102891,0.99979701592855,1.00488449742904,0.992288641371953,1.01764024203386
"K03758","Group","K03758",20,20,0.0329349991345,0.0687499015725,-0.0046529414470537,0.00614626256005619,0.45369698096644,0.99979701592855,0.996780022039164,0.988491444154101,1.0051381002965
"K07322","Group","K07322",20,20,0.211934477143,0.2114767719195,0.0133281603514568,0.0176243385285675,0.45417062568875,0.99979701592855,1.00928118228863,0.985402103775796,1.03373891837529
"K00872","Group","K00872",20,20,0.43670139561,0.599884033269,-0.0282348881088893,0.037351504219898,0.454355662259944,0.99979701592855,0.980619334365935,0.932099687507115,1.03166462967508
"K03686","Group","K03686",20,20,0.675739021845,0.801250810465,-0.0246251520204588,0.0325831035126982,0.454450022858768,0.99979701592855,0.983075992907976,0.940507898665468,1.02757075108389
"K03594","Group","K03594",20,20,0.178248056888,0.1819511913605,0.0117950851399039,0.015611710157076,0.454590123089373,0.99979701592855,1.00820924255737,0.987050725518163,1.02982131566186
"K11720","Group","K11720",20,20,0.166624515448,0.1728548258025,0.0112798287200046,0.0149540906147616,0.455319963145821,0.99979701592855,1.00784922639715,0.987580195777315,1.02853425726084
"K03270","Group","K03270",20,20,0.142177408074,0.1500913303965,0.010689399874793,0.0141742938103973,0.455413312240152,0.99979701592855,1.00743684437004,0.988222483036078,1.02702479736763
"K09181","Group","K09181",19,19,0.07185438493,0.0840972412145,0.00725032415032823,0.00961824037274788,0.455609140166324,0.99979701592855,1.00503819095869,0.99199074993619,1.01825724216733
"K00077","Group","K00077",20,20,0.52364516277,0.511247629198,0.018866256788204,0.0250416842623566,0.455855904089499,0.99979701592855,1.01316297181864,0.979274047115217,1.04822466243057
"K07118","Group","K07118",20,20,0.0470015075955,0.0492744779075,0.00792003561688858,0.0105215475500216,0.456241698465019,0.99979701592855,1.00550484664959,0.991234153600514,1.01998099335395
"K01496","Group","K01496",20,20,0.2621500353215,0.3390424969395,-0.0164619719829901,0.0218789624911958,0.456439720722428,0.99979701592855,0.988654284174605,0.959699909030007,1.01848221972296
"K00239","Group","K00239",20,20,0.354122990979,0.333665316371,0.0193914202178933,0.0257756456044758,0.456496398144749,0.99979701592855,1.01353184602959,0.978654244191214,1.04965242731369
"K00891","Group","K00891",20,20,0.411842092675,0.417612503165,0.0128592157589851,0.0171079024873707,0.456889832281523,0.99979701592855,1.00895317115279,0.985773242679937,1.0326781631968
"K02469","Group","K02469",20,20,0.44912554049,0.56771170939,-0.0216993016330262,0.0288950077350652,0.457295897406888,0.99979701592855,0.985071738254299,0.947151086475359,1.02451060170176
"K01256","Group","K01256",20,20,0.264256762121,0.3491077016935,-0.0185120875853323,0.0246524380873231,0.457324097898001,0.99979701592855,0.98725037268628,0.95473293530456,1.02087532788243
"K07030","Group","K07030",20,20,0.33547040946,0.434994060639,-0.0222979741594486,0.0297149816765773,0.457638298033358,0.99979701592855,0.984663049636294,0.945704037893805,1.02522700810115
"K16951","Group","K16951",20,19,0.004408489633,0.00805079753,0.00698871078744959,0.00933892366117197,0.458860654214454,0.99979701592855,1.00485595730889,0.992187316815308,1.01768635602013
"K00845","Group","K00845",20,20,0.30421851302,0.352228657507,-0.00864668753906839,0.0115681693685091,0.459389461190004,0.99979701592855,0.994024497667129,0.978524379486734,1.00977014234502
"K03614","Group","K03614",20,20,0.2030013656285,0.260836020361,-0.0106235355105367,0.0142251382694226,0.459771742366118,0.99979701592855,0.99266337173311,0.973663518988648,1.01203398336632
"K04656","Group","K04656",20,20,0.074438982302,0.087864807449,0.00670840972063339,0.00898427308933037,0.459849650917293,0.99979701592855,1.00466074291599,0.992472638665362,1.01699852372135
"K10118","Group","K10118",20,20,0.927884509615,1.46122097837,-0.053412324147538,0.0715521502851379,0.459970539271819,0.99979701592855,0.963654354693171,0.874387972372176,1.0620339536462
"K02005","Group","K02005",20,20,0.39166858672,0.37897822413,0.0146686896189115,0.0196514042944929,0.459992138503562,0.99979701592855,1.01021942613078,0.983605656847058,1.03755329366786
"K18830","Group","K18830",10,12,0.000946747271,0.0045406183905,0.00698124870694304,0.00935528983354207,0.460117129284459,0.99979701592855,1.0048507598857,0.992160124423371,1.01770372018297
"K07146","Group","K07146",20,20,0.048945879356,0.088405235751,-0.00603061568434854,0.00809512881943638,0.460873702419573,0.99979701592855,0.995828620216521,0.984936712577232,1.0068409758506
"K00048","Group","K00048",20,20,0.325109968837,0.439563384628,-0.0232044711197769,0.0311611994374469,0.46105854304071,0.99979701592855,0.984044544913903,0.943254889103906,1.02659808876765
"K14983","Group","K14983",14,14,0.002425802372,0.006309181235,0.00683583037155344,0.00918285088518687,0.461205837032633,0.99979701592855,1.00474947974225,0.992292560653228,1.01736277895477
"K02566","Group","K02566",20,20,0.0681512506105,0.0832511731225,0.00662957824282638,0.0089156061098643,0.461696157412842,0.99979701592855,1.00460584792774,0.992510995473704,1.01684808963647
"K22306","Group","K22306",20,20,0.258742965999,0.360361980811,-0.0218196694486074,0.029348983316984,0.461777992968825,0.99979701592855,0.984989554574616,0.946488133329039,1.02505714383195
"K12410","Group","K12410",20,20,0.41178595842,0.3897793266975,0.016259308605297,0.0218867916541562,0.462121081369187,0.99979701592855,1.01133384067832,0.981704815314295,1.04185710546169
"K02520","Group","K02520",20,20,0.519806231555,0.642677614095,-0.0195646286817889,0.0263651069094124,0.462610117289215,0.99979701592855,0.986530371162304,0.951819397907913,1.02250718504456
"K00390","Group","K00390",20,20,0.053088525687,0.098411132426,-0.00806192498181057,0.0108708136860109,0.462881572585681,0.99979701592855,0.994427483820406,0.979848956388403,1.00922291556271
"K10549","Group","K10549",14,15,0.010202141538,0.0467254260815,-0.0049154460335676,0.0066389305709631,0.463609420225598,0.99979701592855,0.996598670113402,0.987650321652631,1.0056280927544
"K04487","Group","K04487",20,20,0.2372132876125,0.2864519944495,-0.0102519937747391,0.0138750054016409,0.464518241843389,0.99979701592855,0.992919048336251,0.974377683116933,1.01181323590583
"K01270","Group","K01270",20,20,0.0984844918165,0.103562749488,0.00898674011421726,0.0121635300242206,0.464551551487242,0.99979701592855,1.00624857497185,0.989756966029795,1.02301497174045
"K11216","Group","K11216",17,17,0.0262866178515,0.0428960421595,0.00371248041379666,0.00503113656394059,0.465107352343273,0.99979701592855,1.00257660909796,0.995747220595231,1.00945283734712
"K01482","Group","K01482",19,14,0.004031935546,0.007817668922,0.00689645633275722,0.00934633327379986,0.465120963285829,0.99979701592855,1.00479170292951,0.992113885386762,1.01763152511711
"K00798","Group","K00798",17,18,0.014623928108,0.01707891516,0.0077155803097807,0.0104572805183704,0.465156566812077,0.99979701592855,1.0053623589929,0.991180225529626,1.01974741509768
"K06904","Group","K06904",18,8,0.018390423275,0.019445175185,0.00888863860726697,0.0120530493786183,0.465372391984737,0.99979701592855,1.00618015361972,0.989838225184757,1.02279188232929
"K02283","Group","K02283",20,20,0.3256714252865,0.4701447176045,-0.025844478848314,0.0350825494888222,0.465843295120721,0.99979701592855,0.982245474683324,0.936527799227404,1.03019491074562
"K03459","Group","K03459",16,18,0.0264532376055,0.0431269369165,0.00350206782952579,0.00475476191902801,0.465925741959977,0.99979701592855,1.00243039708054,0.995975897286484,1.00892672576595
"K01448","Group","K01448",20,20,0.38973057782,0.521693683589,-0.0193130515353894,0.0262636151034752,0.466638606070126,0.99979701592855,0.986702417318553,0.952116662829406,1.02254450357909
"K00384","Group","K00384",20,20,0.503566943085,0.496398913035,0.0166241392063292,0.0226112354897758,0.466721664023166,0.99979701592855,1.01158962043679,0.980987132253042,1.04314677178813
"K01588","Group","K01588",20,20,0.78329773834,0.760350134165,0.0237084197233487,0.0322794906703178,0.467168761413492,0.99979701592855,1.01656919571387,0.972952054373038,1.06214168008543
"K03529","Group","K03529",20,20,0.1804928332415,0.170958466698,0.0121672053664078,0.0165771102965767,0.467468031368996,0.99979701592855,1.00846932762764,0.986011288815371,1.03143888543873
"K03811","Group","K03811",20,20,0.0690790457565,0.1147973303025,-0.00746705012600493,0.0101837003757724,0.467914396831096,0.99979701592855,0.994837606449731,0.981168550667275,1.00869709137492
"K16153","Group","K16153",14,8,0.002866058479,0.00624317512,0.00715301705111164,0.00976141268069992,0.468185914545048,0.99979701592855,1.00497040528664,0.991730924527224,1.01838663141766
"K00681","Group","K00681",20,20,0.0609571182985,0.075106046303,0.00715615200940938,0.00977693728254363,0.468694279083976,0.99979701592855,1.00497258907715,0.991712162893977,1.01841032366606
"K21977","Group","K21977",13,18,0.0122239864685,0.0515965240135,-0.00959672372421582,0.0131198512980166,0.468981618656432,0.99979701592855,0.993370133199328,0.975820953824898,1.01123491729152
"K02679","Group","K02679",16,17,0.017535508212,0.0340185161605,0.00243789801875701,0.00333736299692145,0.469572999572355,0.99979701592855,1.00169125069218,0.997159826929296,1.00624326674204
"K05816","Group","K05816",20,20,0.0666855595495,0.0822180167915,0.00695866362068549,0.009544830401085,0.470440584939832,0.99979701592855,1.00483502928235,0.99188914433654,1.01794988062726
"K03555","Group","K03555",20,20,0.30102675881,0.30439459653,0.0113987156305055,0.0156421674336926,0.470642161683731,0.99979701592855,1.00793228277045,0.986738747662141,1.02958102036416
"K03148","Group","K03148",19,20,0.054790225014,0.06897492952,0.00569725620741765,0.00781841237688925,0.470654147047978,0.99979701592855,1.00395684479829,0.99334940227565,1.01467755847871
"K03367","Group","K03367",16,17,0.0077452754125,0.0114779667305,0.00691680139079643,0.00950237731845642,0.471135124990764,0.99979701592855,1.00480587272221,0.991917571030086,1.0178616362331
"K10026","Group","K10026",20,20,0.246999618155,0.2489653965045,0.010422211265569,0.0143296931997544,0.471490069184945,0.99979701592855,1.00725028330382,0.987830906579975,1.02705141786681
"K02029","Group","K02029",20,20,0.58414105175,0.7966642888805,-0.0312529594401216,0.0429761855984212,0.471550588291551,0.99979701592855,0.978570054717903,0.923071122545375,1.03740581695375
"K01304","Group","K01304",20,19,0.1686959509405,0.153999063189,0.0145840543964321,0.0200638135744886,0.471751779394039,0.99979701592855,1.01016016368405,0.982997041599632,1.03807388334928
"K11533","Group","K11533",10,10,0.007402818057,0.0105269616505,0.00725231925656321,0.00997856577671352,0.471808535748757,0.99979701592855,1.00503958082924,0.991506633939029,1.01875723717602
"K22457","Group","K22457",9,14,0.0027402955585,0.006686776752,0.00682803471347216,0.00939914847999976,0.472012802221391,0.99979701592855,1.0047440505545,0.991995652967578,1.01765628115878
"K08153","Group","K08153",5,6,0.001455470589,0.005584427504,0.0067223154895858,0.0092592168051947,0.472278808552547,0.99979701592855,1.00467042663091,0.992111552387411,1.01738828029753
"K02688","Group","K02688",16,18,0.0194652617125,0.0366121004155,0.00264173829674588,0.00364496308876751,0.473036158884919,0.99979701592855,1.00183279096415,0.996884046203344,1.00680610234813
"K09138","Group","K09138",15,16,0.002645695574,0.006705352061,0.00675779540478763,0.00933529559840286,0.473562002362458,0.99979701592855,1.0046951345968,0.992033411355162,1.01751846452791
"K01241","Group","K01241",20,20,0.1665966436715,0.166594403779,0.0124836456366482,0.0172492243564722,0.473668314181179,0.99979701592855,1.00869054922884,0.98532745775736,1.03260760277537
"K14445","Group","K14445",20,19,0.042243579212,0.0403641380465,0.00975706897658913,0.0134862200461674,0.473812662918917,0.99979701592855,1.00678600615378,0.988507678536054,1.02540231522349
