"","Variable","Feature","N1","N2","Mean1","Mean2","Beta","SE","P","FDR","FC","FC_lower","FC_upper"
"K00196","Group","K00196",7,1,0.011467630083,0.0002716669025,0.0140947790148655,0.0101641669979181,0.173611226497596,0.992143520681656,1.00981763620204,0.995969185118661,1.02385864303943
"K03787","Group","K03787",20,20,0.2985868193485,0.258674232677,0.0283464076837359,0.020447661838447,0.17373892779886,0.992143520681656,1.0198425295308,0.991901653554763,1.04857047199423
"K09769","Group","K09769",16,16,0.016772356599,0.0070025109885,0.0134637965672515,0.00971558365316526,0.173889510135381,0.992143520681656,1.00937607518817,0.996140573776814,1.02278743380505
"K03819","Group","K03819",13,17,0.01416978478,0.0263852769715,0.00414007067254476,0.00299291115723311,0.174649009909998,0.992143520681656,1.00287379978229,0.998804318967481,1.00695986109619
"K00290","Group","K00290",20,20,0.339433221575,0.5118873834825,-0.0426223278034101,0.0308526548360185,0.17520076890605,0.992143520681656,0.970888598069981,0.931034458030395,1.01244874637231
"K03606","Group","K03606",20,20,0.1975522829025,0.1714523961875,0.0242104733370524,0.01753278372304,0.175387205670764,0.992143520681656,1.01692302035327,0.992986643291296,1.0414363942467
"K06397","Group","K06397",20,20,0.0468257293825,0.0358188286065,0.0140682033479268,0.0101911237325975,0.175519004085107,0.992143520681656,1.00979903467557,0.995914365078741,1.02387727919869
"K07480","Group","K07480",16,18,0.527085879,0.3127469474535,0.0800577472218883,0.0580473416573632,0.175902965387892,0.992143520681656,1.05706035101178,0.976901465080324,1.14379661165651
"K01612","Group","K01612",14,14,0.0163575643735,0.008519081852,0.012681088081872,0.00920419033108102,0.176340263958974,0.992143520681656,1.00882860470943,0.996292228462051,1.02152272657092
"K00666","Group","K00666",20,20,0.1570641090365,0.121108646685,0.0244850966202294,0.0177743391885968,0.176401084799704,0.992143520681656,1.0171166145035,0.992849803982793,1.04197654403423
"K06016","Group","K06016",20,20,0.080457627118,0.0653793255205,0.015951237847194,0.0115832104983287,0.176540034460136,0.992143520681656,1.01111790514706,0.9953309052025,1.02715530359321
"K19068","Group","K19068",20,20,0.118089071352,0.087005071347,0.0221786443208481,0.0161155542486932,0.176808184899824,0.992143520681656,1.01549183819663,0.99350019654238,1.03797027623434
"K00931","Group","K00931",20,20,0.50910986173,0.72631966476,-0.0440696200695997,0.0320292003515886,0.176902117692595,0.992143520681656,0.969915104062894,0.928615422925026,1.01305156673592
"K00033","Group","K00033",20,20,0.2867586478165,0.5351473317555,-0.0518732472826692,0.0377029605077163,0.176926667103494,0.992143520681656,0.964682936252881,0.916514080374206,1.01538338299998
"K02933","Group","K02933",20,20,0.788690654115,1.02556237082,-0.0412859219721121,0.0300603623112397,0.177667002969387,0.992143520681656,0.971788374036011,0.932900918023913,1.01229683202793
"K00606","Group","K00606",20,20,0.510661364375,0.636176159585,-0.0302471683905243,0.0220265798529844,0.177735345923847,0.992143520681656,0.979252513685471,0.950382868156472,1.00899912834017
"K02226","Group","K02226",20,20,0.212902404811,0.186039723852,0.0234672899875028,0.0170895754320822,0.177741184127909,0.992143520681656,1.01639930216678,0.993073030301354,1.04027348434951
"K03483","Group","K03483",14,8,0.0175713465025,0.007786552476,0.0136256461325994,0.00992394565315676,0.177798635981842,0.992143520681656,1.00948931897045,0.995970359378077,1.02319178027724
"K22486","Group","K22486",16,17,0.01270687311,0.005638295623,0.0122673248004263,0.00894806433264485,0.178434596207637,0.992143520681656,1.0085393153097,0.996353169391636,1.0208745069245
"K03768","Group","K03768",20,20,0.50447881403,0.459559385705,0.0257640593007674,0.0187948552045772,0.178478970846455,0.992143520681656,1.01801869771233,0.992353571132279,1.04434759851714
"K02428","Group","K02428",20,20,0.72535799691,0.98088826055,-0.0447945784067217,0.0327417058211837,0.179310511169064,0.992143520681656,0.969427841416447,0.92725090645701,1.01352323644983
"K03588","Group","K03588",20,20,0.230940338595,0.312831778094,-0.0200832055166187,0.0146895351122235,0.179603109852786,0.992143520681656,0.986175826474753,0.966690055541983,1.00605437611324
"K21929","Group","K21929",20,20,0.135254789086,0.101013538123,0.0236615027529323,0.0173117846434875,0.179724922620078,0.992143520681656,1.01653613704934,0.992906934457723,1.04072766748433
"K06076","Group","K06076",20,20,0.169936437095,0.1540756122,0.0189246856225864,0.0138765851859681,0.180659707359669,0.992143520681656,1.01320400552886,0.99428171332012,1.03248641010579
"K01817","Group","K01817",20,20,0.2150162366125,0.188869325189,0.0201857307458038,0.0148229750433156,0.181284514092689,0.992143520681656,1.01409002406158,0.993872505904893,1.03471881030143
"K07277","Group","K07277",20,19,0.190930082073,0.1539180702005,0.0246628789510095,0.0181295700049412,0.181729153115351,0.992143520681656,1.01724196081663,0.992493061631576,1.04260800085088
"K04336","Group","K04336",12,15,0.013388123325,0.0248021589095,0.00420900416151769,0.00310067704592049,0.182646899014229,0.992143520681656,1.00292171929381,0.998705815465252,1.00715541999991
"K03932","Group","K03932",16,18,0.0582955723475,0.0376696442445,0.0185121320527472,0.0136449246377579,0.182880680228585,0.992143520681656,1.01291431078571,0.994310315610819,1.0318663951145
"K17103","Group","K17103",20,20,0.28477872615,0.4179468316,-0.0340494820379585,0.0251144952961556,0.183175355818184,0.992143520681656,0.976675030060288,0.943913202072286,1.01057397253166
"K07552","Group","K07552",20,20,0.0789960605775,0.0814596408075,0.0117305803889419,0.00866120289850452,0.183613633937057,0.992143520681656,1.00816416523306,0.996370783103858,1.02009713782838
"K11031","Group","K11031",11,8,0.0251314948865,0.013356948165,0.0145574762713633,0.0107506775805526,0.183703383743369,0.992143520681656,1.01014155412686,0.995495119550789,1.0250034775
"K03767","Group","K03767",20,20,0.180752144722,0.294063206494,-0.0281139769563995,0.0207720810419426,0.183908483572351,0.992143520681656,0.98070152275585,0.953412697378924,1.00877141596678
"K02959","Group","K02959",20,20,0.55623247558,0.727965357525,-0.0350966570022397,0.025968709823103,0.184527179391558,0.992143520681656,0.975966371250926,0.942134324725376,1.01101332667223
"K06206","Group","K06206",20,20,0.283130331338,0.463107586774,-0.0428689721900584,0.0317467536939257,0.18489427900325,0.992143520681656,0.970722628306691,0.929745258522094,1.01350602487021
"K06403","Group","K06403",20,19,0.16555871683,0.3027738749065,-0.0387851447651946,0.0287269042549226,0.184960645549641,0.992143520681656,0.973474339295133,0.936213921304964,1.01221768625827
"K03299","Group","K03299",20,20,0.220738991803,0.405076924503,-0.0432924372411161,0.0320769404194573,0.185116310684188,0.992143520681656,0.970437740112955,0.929055545977892,1.01366318893698
"K05877","Group","K05877",15,17,0.012728382534,0.0251425716345,0.0039650018915865,0.00293930901999147,0.185334770455463,0.992143520681656,1.00275211000285,0.998755851907244,1.00676435807112
"K03648","Group","K03648",20,20,0.695190916285,0.83629154187,-0.0266921870515713,0.019804830203054,0.185715757895554,0.992143520681656,0.98166848998342,0.95560767482514,1.00844002158382
"K01668","Group","K01668",20,20,0.019932454556,0.0114659272605,0.0129064649599879,0.00957687018858373,0.185744784680552,0.992143520681656,1.00898621556654,0.99594349581245,1.02219974073207
"K09470","Group","K09470",15,17,0.0157295622955,0.0286156747615,0.00404052991733143,0.0029982790297123,0.185762031473915,0.992143520681656,1.00280460749368,0.998728124075115,1.0068977297919
"K21572","Group","K21572",20,20,5.09274929292,3.8012796454095,0.151104578371918,0.112280519763008,0.186349309189941,0.992143520681656,1.11041932301335,0.953321513905285,1.29340527297062
"K03481","Group","K03481",7,7,0.025427484716,0.0054158582075,0.0170858308497317,0.0126997233847954,0.186479478299959,0.992143520681656,1.01191340141654,0.99460416177785,1.02952387624846
"K20885","Group","K20885",18,18,0.0286544491435,0.0205367291,0.0128293747241623,0.0095415152721155,0.186730949317878,0.992143520681656,1.00893230195003,0.995938114938786,1.02209602649934
"K22132","Group","K22132",20,20,0.2088355542375,0.197524887146,0.0155641219973446,0.0115769560543611,0.186788355416499,0.992143520681656,1.01084663003606,0.995072320804983,1.02687100031951
"K15727","Group","K15727",20,15,0.018292866021,0.009165376696,0.0132622781733729,0.00986971741854777,0.187003389155703,0.992143520681656,1.0092350934601,0.995792898543956,1.02285874438423
"K00943","Group","K00943",20,20,0.528974871895,0.751498456805,-0.046666510966566,0.0347760972121781,0.187587858017383,0.992143520681656,0.968170800470858,0.923492620823176,1.0150104914199
"K18205","Group","K18205",20,20,0.2041853617685,0.383277457874,-0.0452299444532203,0.0337606621510817,0.188292688904392,0.992143520681656,0.969135338650004,0.925688790931316,1.01462101931182
"K13280","Group","K13280",13,11,0.0419214212885,0.0300122392945,0.0144254449944263,0.0107694500334318,0.1883716378613,0.992143520681656,1.01004911312384,0.995378632761174,1.02493581572294
"K11250","Group","K11250",16,15,0.012924321764,0.01423630832,0.00830674549609197,0.00620297049225973,0.188475558360334,0.992143520681656,1.00577440519448,0.997334196646208,1.01428604127484
"K01436","Group","K01436",15,12,0.0458496944595,0.0085592421685,0.0225695233852511,0.0168718989641235,0.188945922527566,0.992143520681656,1.01576700950123,0.992748789286919,1.03931893821013
"K22305","Group","K22305",6,4,0.0260885597625,0.0049168059995,0.0174305198069016,0.0130550128319475,0.189768037595186,0.992143520681656,1.01215519683112,0.994361741778379,1.03026705416083
"K00661","Group","K00661",20,20,0.338325427395,0.529838596247,-0.0420870062472381,0.0315280817975902,0.189850324717235,0.992143520681656,0.971248919564422,0.93052573352751,1.01375430014066
"K07311","Group","K07311",13,16,0.0101522056545,0.020418795086,0.00462077908377727,0.00346599394391899,0.190411923493492,0.992143520681656,1.00320801469452,0.99849522320465,1.00794305006008
"K00094","Group","K00094",15,17,0.0154066846345,0.0149448816175,0.00907445342173438,0.0068094010075464,0.190587413035186,0.992143520681656,1.00630975496577,0.99704327401896,1.01566235822178
"K18842","Group","K18842",11,16,0.0185725588175,0.010074860545,0.0126467546650173,0.00949403171567062,0.190770252537271,0.992143520681656,1.00880459677989,0.9958762960742,1.02190073053854
"K00979","Group","K00979",20,20,0.1738898203695,0.160353479822,0.0184372484171566,0.013855376758738,0.1912203803216,0.992143520681656,1.01286173644707,0.99397447542638,1.03210788860399
"K08978","Group","K08978",20,20,0.1319212062405,0.262255209144,-0.0377637640307434,0.0283863864148084,0.191332906788336,0.992143520681656,0.974163771193167,0.937310480003726,1.01246606471478
"K02888","Group","K02888",20,20,0.83479138416,0.982739462595,-0.0291788744509649,0.0219388091823592,0.191442533493327,0.992143520681656,0.979977903953825,0.951200289676552,1.00962615619503
"K12506","Group","K12506",9,11,0.020563625753,0.004313593298,0.0156755362932049,0.0117860145869606,0.191442584419209,0.992143520681656,1.01092469720283,0.994866567267094,1.02724202123104
"K09516","Group","K09516",14,9,0.0153879610525,0.0052002026995,0.0137228135101767,0.0103192698387986,0.191503804533911,0.992143520681656,1.00955731167184,0.99550263837235,1.02381041120743
"K07258","Group","K07258",20,20,0.39546132119,0.602619187355,-0.0470774108846201,0.0354117050578827,0.191632241781191,0.992143520681656,0.967895091021446,0.922432754365352,1.01559805068713
"K00794","Group","K00794",20,20,0.51997008774,0.683116506245,-0.0357171647926136,0.0268797791799866,0.191846715119998,0.992143520681656,0.975546695225232,0.940564292509118,1.01183019825904
"K00627","Group","K00627",20,20,0.032934324683,0.0768813710765,-0.0104503030419028,0.00786996120448424,0.192141860820829,0.992143520681656,0.992782573536775,0.982224404146809,1.00345423526148
"K08961","Group","K08961",20,18,0.042487502533,0.0300280258415,0.014765335588193,0.0111224669662541,0.192256056536873,0.992143520681656,1.01028710287685,0.995135786550759,1.02566910368792
"K06146","Group","K06146",14,13,0.008384108029,0.0074323932395,0.00930146147269439,0.00701028555365415,0.192483035309574,0.992143520681656,1.00646811025441,0.996928056951176,1.01609945662177
"K13931","Group","K13931",15,11,0.0248168402975,0.0159647029715,0.0130526755033244,0.00984090890423301,0.19263441238474,0.992143520681656,1.00908847688603,0.995687203565085,1.02267012224147
"K07074","Group","K07074",10,5,0.0093451924405,0.000938565871,0.0129279632479141,0.0097503267601787,0.192788069984505,0.992143520681656,1.00900125106412,0.995723664403238,1.0224558891639
"K02858","Group","K02858",15,12,0.012608519794,0.0049554649915,0.0125850698476909,0.00950726316257777,0.193500640383978,0.992143520681656,1.00876146458965,0.995815815869712,1.02187540730343
"K03657","Group","K03657",20,20,0.538296838735,0.71647355275,-0.0466458220770483,0.0352846985824742,0.194076437973882,0.992143520681656,0.968184684570949,0.922867969971161,1.01572664123021
"K07240","Group","K07240",20,20,1.127864847335,1.419221369875,-0.0501302277310371,0.0379923614441047,0.194903237810307,0.992143520681656,0.965849140700287,0.917261342074837,1.017010659668
"K12940","Group","K12940",18,16,0.0085937215915,0.0146372913395,0.00621096025249876,0.00470815295877656,0.194998958048049,0.992143520681656,1.00431438988466,0.997910946523469,1.01075892317178
"K06996","Group","K06996",20,18,0.039746066807,0.03181281405,0.012657531166433,0.00959673718142779,0.195082201846124,0.992143520681656,1.00881213227732,0.995744786639335,1.02205096314356
"K00098","Group","K00098",12,12,0.0080738796355,0.007053000248,0.00932977015700886,0.00707439880878109,0.195126450024661,0.992143520681656,1.0064878594507,0.996860786353677,1.01620790494435
"K03535","Group","K03535",19,19,0.0693865369665,0.0643258515285,0.0136132502793947,0.0103337165789625,0.195605480728934,0.992143520681656,1.00948064532335,0.995407502402599,1.02375275535174
"K22509","Group","K22509",15,17,0.0114023778585,0.005191042077,0.0118312979243913,0.00898835982097111,0.195961219879731,0.992143520681656,1.00823454972292,0.995997559714721,1.02062188540517
"K09691","Group","K09691",12,13,0.019005315227,0.012239830381,0.012063249245882,0.0091716119089704,0.196296975986913,0.992143520681656,1.00839666308039,0.995909732433864,1.02104015755182
"K02039","Group","K02039",20,20,0.27654865977,0.425021251125,-0.0328385290544105,0.0249674587700718,0.196306324226577,0.992143520681656,0.977495164607642,0.944894558343563,1.01122055195909
"K20534","Group","K20534",20,20,0.0970954780075,0.0686636299005,0.0198101920148237,0.0151081670394439,0.197650365054254,0.992143520681656,1.0138260871182,0.993228927024999,1.0348503823787
"K12518","Group","K12518",13,17,0.013575152361,0.0256686780895,0.00422835015603019,0.00322532326621076,0.197730356034912,0.992143520681656,1.00293516818469,0.998550098605604,1.00733949451938
"K06999","Group","K06999",20,20,0.304679750465,0.5275317087665,-0.0497167992201168,0.0379355873790469,0.197873118396062,0.992143520681656,0.966125960666111,0.917595009103791,1.01722367995949
"K00046","Group","K00046",20,20,0.3018654028365,0.2448359741825,0.0322070309253608,0.0245949238045114,0.198227910885202,0.992143520681656,1.02257526259934,0.988971588357584,1.05732073599472
"K06934","Group","K06934",20,19,0.2226740975965,0.3731847079775,-0.0410585911258496,0.0314241535816969,0.199203711311756,0.992143520681656,0.97194151442501,0.931320776047334,1.01433397789331
"K03655","Group","K03655",20,20,1.36838154978,1.217544426105,0.043467723373377,0.0332724076624011,0.199262207952917,0.992143520681656,1.03058801727277,0.98503971955751,1.07824247109887
"K12510","Group","K12510",20,20,0.50357541492,0.6902826262,-0.0433254823509956,0.0331754965548293,0.199420846678265,0.992143520681656,0.970415512370027,0.927648750313408,1.01515392149262
"K14048","Group","K14048",9,6,0.0124278118795,0.0044213230805,0.0126895426081358,0.00972418670306523,0.199758412007351,0.992143520681656,1.00883451669546,0.995594480091353,1.02225062756753
"K09011","Group","K09011",19,16,0.0398679668545,0.0308108522715,0.0133553118868255,0.0102362886987041,0.199840649554647,0.992143520681656,1.0093001771495,0.995361289867461,1.02343426247735
"K19267","Group","K19267",16,19,0.016512166416,0.029446968845,0.00348186132442131,0.00266871668101636,0.199843191432145,0.992143520681656,1.00241635705648,0.998788542419461,1.00605734869592
"K17680","Group","K17680",7,3,0.0087881887685,0.0005633584675,0.0128058177059919,0.00983637378690551,0.200792955620875,0.992143520681656,1.00891582775288,0.995522980975789,1.02248884952163
"K13529","Group","K13529",18,16,0.020499126373,0.013034551788,0.0124133767117958,0.00953897977654224,0.200979969371932,0.992143520681656,1.00864142043012,0.995654409394048,1.02179783005878
"K07284","Group","K07284",20,20,1.122696621485,1.516775159115,-0.0609370797516015,0.0468291734470726,0.20100317325435,0.992143520681656,0.95864124679505,0.8995514725414,1.02161251257857
"K19333","Group","K19333",16,15,0.011966913274,0.0178415630555,0.00630509525035431,0.00484597920086214,0.201059040216965,0.992143520681656,1.00437992294237,0.997789211828448,1.01101416777311
"K01934","Group","K01934",20,20,0.200369979046,0.2781215005165,-0.0188234003255818,0.014496737988324,0.201955259911817,0.992143520681656,0.987037361306638,0.967788025052468,1.00666956750405
"K01295","Group","K01295",19,19,0.060356344139,0.04261838488,0.0168676749039272,0.0130116399121715,0.202671825284797,0.992143520681656,1.01176039733105,0.994032454480157,1.02980450687883
"K00821","Group","K00821",20,20,0.475326894605,0.61338508442,-0.03195882221018,0.0246865742018882,0.203275731945825,0.992143520681656,0.978091389996414,0.945831760330924,1.01145130382427
"K13735","Group","K13735",14,16,0.0102361235425,0.0088412910995,0.00949358053870589,0.00733937856437922,0.203641635487044,0.992143520681656,1.00660214730527,0.996615141840616,1.0166892318014
"K15726","Group","K15726",20,18,0.058026901747,0.04555345625,0.0146957362628086,0.0113779642459773,0.204298126218488,0.992143520681656,1.01023836519997,0.994742434268842,1.02597568914616
"K06212","Group","K06212",18,17,0.022492858838,0.035457281955,0.0041899819916763,0.00324413350244315,0.204311738580366,0.992143520681656,1.00290849569425,0.998498025796569,1.00733844709737
"K19165","Group","K19165",15,11,0.0103450444195,0.0040831556355,0.0118801299478506,0.0091986837652401,0.20433003289944,0.992143520681656,1.00826867680109,0.995746707790689,1.02094811528306
"K16079","Group","K16079",7,3,0.0107344828435,0.0025118355235,0.012723519126561,0.00985922871453148,0.204667930141496,0.992143520681656,1.00885827576248,0.995435284229273,1.02246227022431
"K16703","Group","K16703",13,16,0.0093930960345,0.0183395981055,0.00500248126396079,0.00388086354004456,0.205185716796192,0.992143520681656,1.0034734743631,0.998196664893143,1.00877817885531
"K05810","Group","K05810",20,20,0.141155965783,0.2028703651075,-0.0141044887410244,0.0109442981422235,0.205275249802529,0.992143520681656,0.990271147882054,0.975656145065107,1.00510507855429
"K08963","Group","K08963",20,20,0.056266716378,0.051004194689,0.0115040040028705,0.00892894870092133,0.205398577218031,0.992143520681656,1.00800584469383,0.995852006518755,1.02030801392756
"K19125","Group","K19125",13,5,0.011754169457,0.0061100697965,0.011645381622888,0.00905746801863247,0.206320391851231,0.992143520681656,1.00810462956944,0.995775720410674,1.02058618555212
"K02120","Group","K02120",20,20,0.20327151279,0.1778858928345,0.021332971573882,0.0166074612487351,0.206728443720411,0.992143520681656,1.01489675600599,0.992254666696041,1.03805551127431
"K05567","Group","K05567",19,16,0.025535138675,0.017684349761,0.0125725320186885,0.00980326524946203,0.207441246208627,0.992143520681656,1.00875269792488,0.995406789218295,1.02227754179761
"K01921","Group","K01921",20,20,0.733283479345,0.967271738545,-0.0415631122866456,0.0324267840360047,0.20769517478796,0.992143520681656,0.971601678690477,0.929727858805692,1.0153614448499
"K05934","Group","K05934",20,20,0.028005378593,0.0224642960575,0.0115313684432925,0.00899717755026409,0.20772553514351,0.992143520681656,1.00802496431142,0.995778589061054,1.02042194905312
"K06373","Group","K06373",18,16,0.017945671607,0.0108758361745,0.0122057813850307,0.00952649725491723,0.207871307149243,0.992143520681656,1.00849629330685,0.995528033270776,1.0216334845661
"K03437","Group","K03437",20,20,0.304592609354,0.433432372805,-0.03391735273335,0.0264758375622493,0.207932918574165,0.992143520681656,0.976764482992806,0.942255362533017,1.01253746401764
"K03521","Group","K03521",20,20,0.44613331624,0.409698330417,0.0240875099957826,0.0188198888825927,0.208340428587727,0.992143520681656,1.01683634997586,0.991167321258862,1.04317014943453
"K03783","Group","K03783",20,20,0.2413281623365,0.2023249649,0.0258272420946115,0.0201852033561705,0.208473736978085,0.992143520681656,1.01806328279246,0.990524279398055,1.04636793799746
"K08092","Group","K08092",14,4,0.0061383687295,0.0047395426125,0.00951957567219096,0.00744212934044882,0.208601506977515,0.992143520681656,1.00662028488264,0.996493985209914,1.0168494872789
"K07080","Group","K07080",20,20,0.1880455881175,0.3120973979645,-0.0335760043149175,0.0262508526327991,0.2086371953864,0.992143520681656,0.976995617396908,0.942766450488509,1.01246754794697
"K10038","Group","K10038",19,20,0.1171766237235,0.228556782641,-0.0274444967540408,0.0214615420787051,0.208730840824289,0.992143520681656,0.981156721253594,0.952962190772025,1.01018542076807
"K00337","Group","K00337",20,20,0.3855266850625,0.3187533397895,0.0366883214263051,0.0287210750033489,0.209210485782241,0.992143520681656,1.02575651785773,0.986502775067461,1.06657219880164
"K06442","Group","K06442",20,20,0.0775851462525,0.172642218383,-0.0267975743006498,0.0210023812991161,0.2097243667883,0.992143520681656,0.981596782824126,0.953984517995202,1.01000826100987
"K00259","Group","K00259",20,20,0.205643554368,0.168598425802,0.0242530962040477,0.019016641886714,0.209923338364378,0.992143520681656,1.01695306468953,0.99101615319296,1.04356879799522
"K09133","Group","K09133",15,11,0.0208881380885,0.013626172337,0.01227458884209,0.00962570025574572,0.209983725223924,0.992143520681656,1.00854439336836,0.995441346091166,1.02181991675238
"K03556","Group","K03556",18,14,0.028872118415,0.021452844888,0.0125024454818603,0.00980644143658369,0.210077376234134,0.992143520681656,1.00870369362125,0.995354138217222,1.02223229146118
"K06177","Group","K06177",20,20,0.2394338198215,0.3885594347545,-0.0355237524170444,0.0278831618969181,0.210392803506542,0.992143520681656,0.975677488945827,0.939408954265126,1.01334627279587
"K19422","Group","K19422",12,8,0.012511223136,0.0063849515965,0.0117571815245646,0.00924809409258478,0.211345734551521,0.992143520681656,1.00818275444157,0.995595018663224,1.02092964237421
"K09924","Group","K09924",12,8,0.0098953203025,0.002457745116,0.0124352061931926,0.00978199590515523,0.211371966727964,0.992143520681656,1.00865668234278,0.995340804746504,1.02215070253636
"K09706","Group","K09706",16,17,0.02743727922,0.0163836836345,0.0139189959082189,0.0109509174834781,0.211442124087732,0.992143520681656,1.00969460391698,0.99478399237382,1.0248287075331
"K07052","Group","K07052",20,20,0.682104412935,0.960312226625,-0.0534004937639148,0.042013961184829,0.211448054965368,0.992143520681656,0.96366225688117,0.910197887043572,1.02026708538476
"K02664","Group","K02664",17,11,0.0173161987015,0.011766656186,0.0115183903309125,0.00906413298868163,0.211536769138533,0.992143520681656,1.00801589641969,0.995679056715173,1.02050559422931
"K12678","Group","K12678",19,18,0.014894916562,0.009448884959,0.0114803442232333,0.00903677378305531,0.211664546757785,0.992143520681656,1.00798931382631,0.995689807918493,1.02044075243884
"K02109","Group","K02109",20,20,0.611427375485,0.8403396858,-0.0414273434594934,0.0326118100239824,0.211694755394142,0.992143520681656,0.971693118269779,0.929581658793791,1.01571229075024
"K19355","Group","K19355",9,3,0.0092888983045,0.0010057402075,0.0127195813638696,0.0100170484523607,0.211879360931713,0.992143520681656,1.00885552213892,0.995219160499958,1.02267872740602
"K09705","Group","K09705",16,9,0.0123100904115,0.004452954853,0.0126150760999299,0.00993899676273906,0.212070794296924,0.992143520681656,1.00878244578449,0.995252601456422,1.02249621998852
"K05825","Group","K05825",5,8,0.0203551996155,0.0058426791515,0.0148424341643283,0.0116966651240752,0.212178274330552,0.992143520681656,1.01034109472976,0.994412936921859,1.02652438418543
"K08350","Group","K08350",16,17,0.0126761336205,0.0236393656435,0.00431181092523686,0.00339937898830694,0.212366930413547,0.992143520681656,1.00299319026107,0.998371757489107,1.00763601550604
"K06902","Group","K06902",20,20,0.4087588761665,0.544469064105,-0.0353809690750879,0.0279021265499831,0.212498642470419,0.992143520681656,0.975774056399511,0.939477726300437,1.01347268007275
"K02956","Group","K02956",20,20,1.05129301623,1.32853659294,-0.0408289235746533,0.0322367703922712,0.213031087036712,0.992143520681656,0.972096253430821,0.930441277703555,1.01561608301229
"K01809","Group","K01809",20,20,0.1743069607085,0.2547925071835,-0.0200387369504609,0.0158295286780663,0.21325205349748,0.992143520681656,0.986206224098371,0.965223794976442,1.00764477783528
"K01567","Group","K01567",12,10,0.0092295741305,0.0013881282735,0.0125340030055654,0.00990733313552027,0.213530185836826,0.992143520681656,1.00872575825582,0.995239485724802,1.02239478031537
"K01776","Group","K01776",20,20,0.47199765014,0.652449972315,-0.0369781325845089,0.029288196795478,0.214440340458819,0.992143520681656,0.97469440455153,0.936672751418739,1.01425944207845
"K07407","Group","K07407",20,20,0.3444620215125,0.300028872205,0.0239619058484472,0.0189821049788425,0.214518265617096,0.992143520681656,1.01674782585987,0.990862639815187,1.04330923364271
"K18814","Group","K18814",16,10,0.017996282692,0.011967148625,0.0117130200290641,0.00928980262320885,0.215050611577235,0.992143520681656,1.00815189402028,0.995508132585557,1.0209562414894
"K00366","Group","K00366",11,13,0.02389007753,0.006514921771,0.0158121491740365,0.0125495517565799,0.215360829638571,0.992143520681656,1.01102042905903,0.993929223324616,1.02840552826854
"K06989","Group","K06989",15,10,0.0102386407025,0.003453481398,0.0121338491216895,0.00964073479112043,0.215851937214958,0.992143520681656,1.00844601129268,0.995323912056951,1.02174110897271
"K17810","Group","K17810",18,20,0.012424816455,0.006977301691,0.0114475494339245,0.00911207012989484,0.216673802946705,0.992143520681656,1.00796640086097,0.995565327731353,1.02052194563649
"K00179","Group","K00179",20,20,0.14726232827,0.1176827986245,0.0217853932383383,0.0173644506910465,0.21728699775121,0.992143520681656,1.01521507226092,0.991545629530343,1.03944953439403
"K21936","Group","K21936",16,15,0.020898057826,0.019930117898,0.00937571976759629,0.00747313998295801,0.217289958820438,0.992143520681656,1.00651991644153,0.996352649143044,1.01679093548335
"K03892","Group","K03892",20,20,0.107421795171,0.090073616024,0.016064977627274,0.0128054535473894,0.217306916508181,0.992143520681656,1.01119762321526,0.993757872000197,1.0289434297895
"K03462","Group","K03462",11,5,0.007185600571,0.000839677833,0.0119324596604546,0.00951144466806958,0.217308650571189,0.992143520681656,1.00830524958016,0.995359801046425,1.02141906400285
"K07120","Group","K07120",19,18,0.034518658826,0.0427187940655,0.0061947115155726,0.00494036336958584,0.217538335065961,0.992143520681656,1.0043030785902,0.997584945844948,1.0110664539063
"K02017","Group","K02017",20,20,0.104630248473,0.165413265887,-0.014407445362073,0.0115028138173809,0.218036027094294,0.992143520681656,0.990063219182924,0.974711411166039,1.00565681980292
"K04070","Group","K04070",20,20,0.268049892582,0.39390450877,-0.0328847892712062,0.0262727532523717,0.218340847486773,0.992143520681656,0.977463821591981,0.943190187470947,1.01298289063321
"K00844","Group","K00844",20,17,0.0442853233655,0.025412118868,0.0160303130332199,0.0128121772038071,0.218517932906329,0.992143520681656,1.01117332678878,0.993724917336132,1.0289281057277
"K08222","Group","K08222",18,18,0.0234942199015,0.0182618294465,0.0114142104147862,0.00912466304536446,0.218611502961542,0.992143520681656,1.00794310818865,0.995525289701432,1.02051582200357
"K15598","Group","K15598",17,14,0.013596364703,0.00615039552,0.0123555722852715,0.0098776775642415,0.218633349419317,0.992143520681656,1.00860100802888,0.995156496536094,1.02222715415895
"K15599","Group","K15599",17,15,0.013826243121,0.006244395114,0.0123934295997291,0.00990907659054604,0.218685012244269,0.992143520681656,1.00862747476331,0.995140159149705,1.02229758641904
"K01783","Group","K01783",20,20,0.38429383839,0.36047089538,0.0201110184630293,0.0160882086384582,0.218926151412372,0.992143520681656,1.01403750913866,0.992114219885516,1.03644524927664
"K10939","Group","K10939",11,12,0.0074497396545,0.002461973868,0.0112460639244991,0.00899734526476636,0.218967966381972,0.992143520681656,1.00782563899728,0.995581458481531,1.02022040483704
"K02619","Group","K02619",19,20,0.041510641491,0.0953254143205,-0.0130339493535741,0.0104318615885788,0.219146785395682,0.992143520681656,0.991006242731165,0.977060364261247,1.00515117494782
"K07017","Group","K07017",16,8,0.0140588985185,0.006796008247,0.0123472395151906,0.00988380505642229,0.219218044738905,0.992143520681656,1.00859518253161,0.995142464476832,1.02222975959604
