"","Feature","P","FDR","FC","NPC association"
"Narnavirus","Narnavirus",8.14358046871458e-05,0.000545074640875734,0.917302082173508,"enriched"
"Shanbavirus","Shanbavirus",8.20381390865127e-05,0.000547922829804101,0.91573539612577,"enriched"
"Candidatus Mikella","Candidatus Mikella",8.30307816529117e-05,0.000553359983531985,0.914641475303393,"enriched"
"Sinaivirus","Sinaivirus",8.35113518074214e-05,0.000553561254794043,0.91418538990087,"enriched"
"Orthophasmavirus","Orthophasmavirus",8.36693614864062e-05,0.000553561254794043,0.915721519945711,"enriched"
"Skogvirus","Skogvirus",8.3768529183245e-05,0.000553561254794043,0.916838270319335,"enriched"
"Douglaswolinvirus","Douglaswolinvirus",8.37754851559878e-05,0.000553561254794043,0.912531594632367,"enriched"
"Pecentumvirus","Pecentumvirus",8.4139928722938e-05,0.000554786466196564,0.918947728838896,"enriched"
"Myoalterovirus","Myoalterovirus",8.45336904730808e-05,0.000556199377443901,0.916052147048465,"enriched"
"Kungbxnavirus","Kungbxnavirus",8.53805112070912e-05,0.000560580941166898,0.914633729297956,"enriched"
"Rivsvirus","Rivsvirus",8.58426745284112e-05,0.000561914399562548,0.915577077107091,"enriched"
"Vulcanisaeta","Vulcanisaeta",8.59462489166337e-05,0.000561914399562548,0.907737307336061,"enriched"
"Akihdevirus","Akihdevirus",8.67358146875342e-05,0.000564794343189361,0.915544502717122,"enriched"
"Henunavirus","Henunavirus",8.67512447105956e-05,0.000564794343189361,0.916049025764877,"enriched"
"Microwolfvirus","Microwolfvirus",8.69919198364399e-05,0.000564945848194955,0.919063015529409,"enriched"
"Metrivirus","Metrivirus",8.72193954522388e-05,0.000564945848194955,0.919371763204314,"enriched"
"Slashvirus","Slashvirus",8.73214137739217e-05,0.000564945848194955,0.911667830905119,"enriched"
"Maxrubnervirus","Maxrubnervirus",8.77109989061159e-05,0.000565109585824982,0.917754426784569,"enriched"
"Desulfurococcus","Desulfurococcus",8.77114265188178e-05,0.000565109585824982,0.92177524460355,"enriched"
"Lazarusvirus","Lazarusvirus",8.81964725249503e-05,0.000567055743474732,0.917129569044417,"enriched"
"Thalassavirus","Thalassavirus",8.91326291161569e-05,0.000571888235260808,0.916052057431466,"enriched"
"Scyllavirus","Scyllavirus",8.97678161494693e-05,0.000574773682328936,0.918883382233009,"enriched"
"Aeropyrum","Aeropyrum",9.00224740690137e-05,0.000575215767298708,0.919652424239721,"enriched"
"Certrevirus","Certrevirus",9.03687877335546e-05,0.000575329843498533,0.916829388698482,"enriched"
"Commensalibacter","Commensalibacter",9.04116275520444e-05,0.000575329843498533,0.927791354005552,"enriched"
"Sinorhizobium","Sinorhizobium",9.07760174875353e-05,0.000576464914331705,1.20246887965463,"depleted"
"Unuamitovirus","Unuamitovirus",9.20088364888487e-05,0.00058309894535571,0.917340367698874,"enriched"
"Simiispumavirus","Simiispumavirus",9.22500784443775e-05,0.000583348991209886,0.915880303495944,"enriched"
"Winklervirus","Winklervirus",9.2443679128076e-05,0.000583348991209886,0.912860004368017,"enriched"
"Marvinvirus","Marvinvirus",9.26130053808532e-05,0.000583348991209886,0.916635040685283,"enriched"
"Edwardsiella","Edwardsiella",9.30827906154459e-05,0.000584278217443885,1.16748686900451,"depleted"
"Salmondvirus","Salmondvirus",9.33023634415276e-05,0.000584278217443885,0.91727756939778,"enriched"
"Fremauxvirus","Fremauxvirus",9.33261431541539e-05,0.000584278217443885,0.916815771989704,"enriched"
"Donellivirus","Donellivirus",9.76102789697916e-05,0.00060986744864392,0.924760419104257,"enriched"
"Begomovirus","Begomovirus",9.86934790523416e-05,0.000614298779435592,0.916135828650958,"enriched"
"Nodensvirus","Nodensvirus",9.87159703642869e-05,0.000614298779435592,0.915181593353234,"enriched"
"Efquatrovirus","Efquatrovirus",0.000100011363123124,0.000620699238481435,0.917974769188737,"enriched"
"Orthohantavirus","Orthohantavirus",0.000100145085266446,0.000620699238481435,0.917733200561994,"enriched"
"Nochtlivirus","Nochtlivirus",0.000100610634233387,0.000622340030916699,0.916773159024763,"enriched"
"Candidatus Zinderia","Candidatus Zinderia",0.000101967278728673,0.000629475292390751,0.919380802181629,"enriched"
"Peduovirus","Peduovirus",0.000102172036605784,0.000629485370658697,0.916004282471329,"enriched"
"Tibrovirus","Tibrovirus",0.000102884790632523,0.00063158542120119,0.91719024831883,"enriched"
"Caulimovirus","Caulimovirus",0.000102920502648145,0.00063158542120119,0.918584639280331,"enriched"
"Bantamvirus","Bantamvirus",0.00010489226239952,0.000642413282956747,0.920560169743099,"enriched"
"Aeromicrobium","Aeromicrobium",0.000105225801774314,0.000643184930371992,1.20118002078049,"depleted"
"Keshuvirus","Keshuvirus",0.000106393771726281,0.000648398488994524,0.919022588647214,"enriched"
"Whispovirus","Whispovirus",0.000106600516265259,0.000648398488994524,0.911419350391476,"enriched"
"Herugrimvirus","Herugrimvirus",0.00010670643090907,0.000648398488994524,0.919320718508553,"enriched"
"Glossinavirus","Glossinavirus",0.000108485275834668,0.000657371954510576,0.912535255933876,"enriched"
"Yautsimvirus","Yautsimvirus",0.000108772199151789,0.000657371954510576,0.917927672125073,"enriched"
"Mesorhizobium","Mesorhizobium",0.000108819558781518,0.000657371954510576,1.19853257336388,"depleted"
"Ormenosvirus","Ormenosvirus",0.000109427404356347,0.00065975783288,0.916058270168777,"enriched"
"Jarrellvirus","Jarrellvirus",0.000110006251435586,0.000661959947958993,0.917802995409948,"enriched"
"Muromegalovirus","Muromegalovirus",0.000112529203218357,0.000675829458863738,0.914572181954211,"enriched"
"Polybotosvirus","Polybotosvirus",0.000113038115050909,0.000677572763138814,0.919539328644677,"enriched"
"Susfortunavirus","Susfortunavirus",0.000114073758912328,0.000681152611077982,0.915733454969263,"enriched"
"Candidatus Micrarchaeum","Candidatus Micrarchaeum",0.000114329049866226,0.000681152611077982,0.922464606708368,"enriched"
"Lymphocystivirus","Lymphocystivirus",0.000114377559366884,0.000681152611077982,0.917584512336563,"enriched"
"Pushchinovirus","Pushchinovirus",0.000114514524159932,0.000681152611077982,0.917372789491224,"enriched"
"Maenadvirus","Maenadvirus",0.000116016435681186,0.000687844272843425,0.917571064132362,"enriched"
"Terrihabitans","Terrihabitans",0.000116180926444112,0.000687844272843425,0.913073388553572,"enriched"
"Nonagvirus","Nonagvirus",0.000116515429551322,0.000687844272843425,0.916621388294154,"enriched"
"Centapoxvirus","Centapoxvirus",0.000116527345351016,0.000687844272843425,0.922183318478326,"enriched"
"Candidatus Nucleicultrix","Candidatus Nucleicultrix",0.000117476538409177,0.000692128883136956,0.906143423628051,"enriched"
"Radostvirus","Radostvirus",0.000118120780811795,0.000694603984318314,0.913304466118067,"enriched"
"Glaucusvirus","Glaucusvirus",0.000119699263497637,0.000702553063596927,0.920618553617564,"enriched"
"Plateaulakevirus","Plateaulakevirus",0.000122260025174833,0.000716226499086593,0.920735847627782,"enriched"
"Desulfoscipio","Desulfoscipio",0.000122719604616221,0.000717562367369187,1.1495485694813,"depleted"
"Twortvirus","Twortvirus",0.000123424566782569,0.000720325296533299,0.917091815928195,"enriched"
"Bradyrhizobium","Bradyrhizobium",0.000125092251141079,0.000728685876477829,1.17870722804091,"depleted"
"Ilzatvirus","Ilzatvirus",0.000125991984825877,0.000732550020591732,0.920719641470493,"enriched"
"Candidatus Ichthyocystis","Candidatus Ichthyocystis",0.000126284301925432,0.000732874628589724,0.922184239159463,"enriched"
"Bixzunavirus","Bixzunavirus",0.000127785923929997,0.000740202950016939,0.915132026405076,"enriched"
"Mohonavirus","Mohonavirus",0.000130601103769626,0.000755098545862071,0.918337031267916,"enriched"
"Iridovirus","Iridovirus",0.000131420797102942,0.000758422812331504,0.912327570929228,"enriched"
"Microscilla","Microscilla",0.000132566252311751,0.0007636111819965,0.916414882429962,"enriched"
"Chloracidobacterium","Chloracidobacterium",0.000133563982086902,0.000767930947100757,1.1178248674351,"depleted"
"Ferozepurvirus","Ferozepurvirus",0.000134744030775664,0.000772489715298083,0.91895266566483,"enriched"
"Gelderlandvirus","Gelderlandvirus",0.000134855416578336,0.000772489715298083,0.91854545017524,"enriched"
"Chlamydiifrater","Chlamydiifrater",0.000135913944644061,0.000776171672007215,0.92166088474675,"enriched"
"Rosenblumvirus","Rosenblumvirus",0.000136173020361911,0.000776171672007215,0.917930822380511,"enriched"
"Anayavirus","Anayavirus",0.000136249561010624,0.000776171672007215,0.923030944424494,"enriched"
"Skunavirus","Skunavirus",0.000137049323607285,0.000779295144695368,0.918359246650719,"enriched"
"Sulfuracidifex","Sulfuracidifex",0.000137571712706984,0.00078051742177256,0.918436575206469,"enriched"
"Weaselvirus","Weaselvirus",0.00013776799926092,0.00078051742177256,0.918639122948128,"enriched"
"Coccolithovirus","Coccolithovirus",0.000138146961789903,0.000781236194501657,0.918484665107149,"enriched"
"Rhizobium","Rhizobium",0.000140572440428563,0.00079350454077981,1.18358423202656,"depleted"
"Methylorubrum","Methylorubrum",0.000141294206404774,0.000796128628451625,1.18584608103016,"depleted"
"Stomatobaculum","Stomatobaculum",0.000142803890626387,0.000802386592208388,1.1777106700333,"depleted"
"Wellingtonvirus","Wellingtonvirus",0.000142922684381746,0.000802386592208388,0.914828973441528,"enriched"
"Capripoxvirus","Capripoxvirus",0.000145514364160677,0.000814256455966685,0.919935739005263,"enriched"
"Chordicoccus","Chordicoccus",0.000145562464216051,0.000814256455966685,1.15272462627154,"depleted"
"Lentavirus","Lentavirus",0.000146032347168998,0.000815413052030135,0.915050259073136,"enriched"
"Carltongylesvirus","Carltongylesvirus",0.000146707691970104,0.000817710678804591,0.898555560737362,"enriched"
"Candidatus Bodocaedibacter","Candidatus Bodocaedibacter",0.000152472650455514,0.000848317313755187,0.918795391556533,"enriched"
"Cebadecemvirus","Cebadecemvirus",0.000154144066719631,0.000856079682373007,0.92012106282563,"enriched"
"Sinsheimervirus","Sinsheimervirus",0.000154773244767334,0.000858036288969531,0.92022290298009,"enriched"
"Paracidovorax","Paracidovorax",0.000155607754117781,0.000861122196448223,1.21762960894064,"depleted"
"Timshelvirus","Timshelvirus",0.000159936602006926,0.000883500052797617,0.919169395528036,"enriched"
"Dhakavirus","Dhakavirus",0.000161955662956673,0.000892203844630653,0.914682242381542,"enriched"
"Cognaticolwellia","Cognaticolwellia",0.00016208801694968,0.000892203844630653,0.922064699500654,"enriched"
"Paclarkvirus","Paclarkvirus",0.000163148521218098,0.000895979868179419,0.918311362297336,"enriched"
"Tsamsavirus","Tsamsavirus",0.000163352250894279,0.000895979868179419,0.91917505432661,"enriched"
"Raphidovirus","Raphidovirus",0.000167392435328821,0.000916517945378122,0.918948068161621,"enriched"
"Rhodoferax","Rhodoferax",0.000168795660974075,0.000922570993577883,1.15230784869604,"depleted"
"Arthrobacter","Arthrobacter",0.000170977782078786,0.000928212957244754,1.16563075117004,"depleted"
"Thermosulfidibacter","Thermosulfidibacter",0.000171067698263917,0.000928212957244754,0.92739636995242,"enriched"
"Yatapoxvirus","Yatapoxvirus",0.000171092173097317,0.000928212957244754,0.919869242128759,"enriched"
"Yangvirus","Yangvirus",0.000171286754906669,0.000928212957244754,0.922143676533679,"enriched"
"Phyllobacterium","Phyllobacterium",0.00017132552808777,0.000928212957244754,1.11060851547262,"depleted"
"Warwickvirus","Warwickvirus",0.000174930778055882,0.000946091590218461,0.920460400002022,"enriched"
"Pavtokvirus","Pavtokvirus",0.000175975883039203,0.000950085821495626,0.924112639511665,"enriched"
"Candidatus Nitrosomarinus","Candidatus Nitrosomarinus",0.000176287061906753,0.000950110617128746,0.930926497600465,"enriched"
"Zhongshania","Zhongshania",0.000176940288167965,0.000951034691477074,0.93059630150197,"enriched"
"Parahepadnavirus","Parahepadnavirus",0.00017707228686101,0.000951034691477074,0.918927394564636,"enriched"
"Labrenzia","Labrenzia",0.000179010348196592,0.000959780396299719,1.12113978674965,"depleted"
"Candidatus Fonsibacter","Candidatus Fonsibacter",0.000180620154790349,0.00096550031173511,0.929425657076768,"enriched"
"Byrnievirus","Byrnievirus",0.00018070028422277,0.00096550031173511,0.917868719046638,"enriched"
"Iapetusvirus","Iapetusvirus",0.000182456077589422,0.000973203759810015,0.92228843207274,"enriched"
"Gordonia","Gordonia",0.000183245236418602,0.000975733655775339,1.19207450599926,"depleted"
"Sourvirus","Sourvirus",0.000184137952625285,0.000978805343371797,0.921816225939942,"enriched"
"Tsarbombavirus","Tsarbombavirus",0.00018451721338697,0.000979141856654486,0.921971676037751,"enriched"
"Brevibacterium","Brevibacterium",0.000185557605614717,0.000982938099938396,1.18363161701802,"depleted"
"Paenibacillus","Paenibacillus",0.000185866965654695,0.000982938099938396,1.12238638890893,"depleted"
"Pikminvirus","Pikminvirus",0.000186233982223373,0.000983201211090686,0.919528271927989,"enriched"
"Roufvirus","Roufvirus",0.000187568247985138,0.000988561225350243,0.910907855426296,"enriched"
"Candidatus Photodesmus","Candidatus Photodesmus",0.000192248167025021,0.00101150606045932,0.922977592828081,"enriched"
"Janthinobacterium","Janthinobacterium",0.000195082881802467,0.00102468110289126,1.1557993012573,"depleted"
"Cyvirus","Cyvirus",0.000197040908034606,0.00103321450761294,0.909656857789143,"enriched"
"Methanotorris","Methanotorris",0.000197634724377554,0.00103457772102371,0.926349187804093,"enriched"
"Planctomyces","Planctomyces",0.000198570014055584,0.00103772086603416,1.18521533983954,"depleted"
"Entomoplasma","Entomoplasma",0.000199174623631065,0.00103912821318631,0.925150191935944,"enriched"
"Falsirhodobacter","Falsirhodobacter",0.000200953961194006,0.00104664928695836,0.946241442120027,"enriched"
"Methanofervidicoccus","Methanofervidicoccus",0.000201595545672081,0.00104800816482694,0.922142995388443,"enriched"
"Serwervirus","Serwervirus",0.000201891214714968,0.00104800816482694,0.899719041971085,"enriched"
"Candidatus Paracaedibacter","Candidatus Paracaedibacter",0.000202835900439866,0.0010511512633163,0.922154887375434,"enriched"
"Candidatus Competibacter","Candidatus Competibacter",0.000204068969781879,0.00105577585534899,0.914890401925109,"enriched"
"Kayvirus","Kayvirus",0.00020602338052344,0.00106256748807971,0.8978381706242,"enriched"
"Sphaerisporangium","Sphaerisporangium",0.000206067460579512,0.00106256748807971,0.930524025021158,"enriched"
"Tessaracoccus","Tessaracoccus",0.000207295926663587,0.00106616439230517,1.18582373822551,"depleted"
"Gammaretrovirus","Gammaretrovirus",0.000207519364649571,0.00106616439230517,0.896681209991037,"enriched"
"Tequatrovirus","Tequatrovirus",0.000207797125831662,0.00106616439230517,0.929004641884074,"enriched"
"Botybirnavirus","Botybirnavirus",0.000208554463005239,0.00106779826177886,0.927004288739469,"enriched"
"Allobranchiibius","Allobranchiibius",0.000208804693978055,0.00106779826177886,0.931390542397874,"enriched"
"Charybdisvirus","Charybdisvirus",0.000209339201949415,0.00106796004039486,0.922949905431392,"enriched"
"Polynucleobacter","Polynucleobacter",0.000209978049519566,0.00106796004039486,1.15741087762016,"depleted"
"Actinarchaeum","Actinarchaeum",0.000210096626583403,0.00106796004039486,0.931336315355315,"enriched"
"Pagevirus","Pagevirus",0.000210214786912185,0.00106796004039486,0.920063899586939,"enriched"
"Gammacoronavirus","Gammacoronavirus",0.000210786848315096,0.00106911365454744,0.9194545710358,"enriched"
"Athalassotoga","Athalassotoga",0.000218013393695404,0.00110395997885957,0.92797976094239,"enriched"
"Vipetofemvirus","Vipetofemvirus",0.000219583490165128,0.00111009663298815,0.921276568572464,"enriched"
"Candidatus Nitrosotalea","Candidatus Nitrosotalea",0.000223851744902298,0.00112983152679515,0.916820458026955,"enriched"
"Candidatus Gromoviella","Candidatus Gromoviella",0.000225855471698422,0.00113809123055839,0.911418939235848,"enriched"
"Oceanusvirus","Oceanusvirus",0.000230669336166732,0.00116046148178686,0.912811240116031,"enriched"
"Litorilituus","Litorilituus",0.000238895485432652,0.0011998980702687,0.916074966523194,"enriched"
"Trichormus","Trichormus",0.000244913819435281,0.00122813580328468,0.925305734045267,"enriched"
"Cohnella","Cohnella",0.000245789809096169,0.00123053734796289,1.14883436536177,"depleted"
"Unaquatrovirus","Unaquatrovirus",0.000249650724455549,0.00124785095981894,0.893627518352646,"enriched"
"Thermoproteus","Thermoproteus",0.000256324957977066,0.00127738815712163,0.917343452527984,"enriched"
"Mycolicibacterium","Mycolicibacterium",0.000256663035977496,0.00127738815712163,1.19122542929811,"depleted"
"Pajaroellobacter","Pajaroellobacter",0.000256796651141264,0.00127738815712163,0.917217858036255,"enriched"
"Mycobacterium","Mycobacterium",0.000258862933030146,0.0012856029318276,1.17567392825506,"depleted"
"Miltoncostaea","Miltoncostaea",0.000259470786987253,0.0012865599501976,1.09308639285717,"depleted"
"Pepyhexavirus","Pepyhexavirus",0.000262964896032393,0.00130180225687602,0.921317998641394,"enriched"
"Bigelowiella","Bigelowiella",0.000265054799290604,0.00131005553907748,0.922559636268144,"enriched"
"Actinoplanes","Actinoplanes",0.000266085459948502,0.00131305547831275,1.1800313404074,"depleted"
"Prodigiosinella","Prodigiosinella",0.000267958938742577,0.00132019833253298,0.920736547028974,"enriched"
"Agricanvirus","Agricanvirus",0.00027204162477084,0.00133818570661085,0.919298308886081,"enriched"
"Candidatus Lariskella","Candidatus Lariskella",0.000273556348647476,0.00134350415920528,0.926856579374272,"enriched"
"Sugiyamaella","Sugiyamaella",0.000275675733150517,0.0013517707231542,0.93928147154713,"enriched"
"Cohaesibacter","Cohaesibacter",0.000280547570518606,0.00137348644713612,1.14245253525966,"depleted"
"Cereibacter","Cereibacter",0.000285690911351057,0.0013964607796166,1.16711003909132,"depleted"
"Oceanicoccus","Oceanicoccus",0.000287256147541337,0.00140130270958072,0.913406604102167,"enriched"
"Staphylothermus","Staphylothermus",0.00028758584165645,0.00140130270958072,0.91548029357009,"enriched"
"Varicellovirus","Varicellovirus",0.000288348144342607,0.00140281145889755,0.928804934764521,"enriched"
"Weeksella","Weeksella",0.000290831052178558,0.00141267308887359,0.926553487855111,"enriched"
"Roseovarius","Roseovarius",0.000294641753182332,0.00142894333820351,1.17354295389926,"depleted"
"Candidatus Mycosynbacter","Candidatus Mycosynbacter",0.000295439612398311,0.00143057399815995,0.911127560018841,"enriched"
"Ayohtrevirus","Ayohtrevirus",0.000296060178179734,0.00143134242149609,0.925361589744824,"enriched"
"Pipefishvirus","Pipefishvirus",0.000300505551930925,0.0014505711922647,0.921890160336362,"enriched"
"Micromonospora","Micromonospora",0.000303738326653907,0.00146389591648594,1.22239663679278,"depleted"
"Machinavirus","Machinavirus",0.000304875296583323,0.00146709401259583,0.92088913826283,"enriched"
"Myrnavirus","Myrnavirus",0.000305625822529074,0.00146842546359318,0.927381133576292,"enriched"
"Desulfitobacterium","Desulfitobacterium",0.000306730116357348,0.00147144989255638,1.10605441029137,"depleted"
"Rosebushvirus","Rosebushvirus",0.000307587173760906,0.00147328075963686,0.924706711478056,"enriched"
"Candidatus Nitrosopelagicus","Candidatus Nitrosopelagicus",0.000310489615571968,0.00148143388377268,0.92726361245292,"enriched"
"Thermogladius","Thermogladius",0.000310696589751503,0.00148143388377268,0.924255753989341,"enriched"
"Actinopolyspora","Actinopolyspora",0.000311060371617674,0.00148143388377268,0.936623248577472,"enriched"
"Candidatus Amoebophilus","Candidatus Amoebophilus",0.000311468429165768,0.00148143388377268,0.927841555201665,"enriched"
"Stygiolobus","Stygiolobus",0.000311679539277117,0.00148143388377268,0.925824549319754,"enriched"
"Wongtaivirus","Wongtaivirus",0.000317817258243824,0.00150829354256908,0.918976722414772,"enriched"
"Tequintavirus","Tequintavirus",0.000319382796500381,0.00151340563662795,0.919183866607141,"enriched"
"Fadolivirus","Fadolivirus",0.000322545579470191,0.00152605916149331,0.90902015039284,"enriched"
"Nicoliella","Nicoliella",0.000327381518539877,0.00154657824078518,0.926945025247881,"enriched"
"Guillardia","Guillardia",0.00032938855759525,0.00155369123285796,0.916572075134482,"enriched"
"Lederbergvirus","Lederbergvirus",0.000332370110231251,0.00156537229727454,0.924529210168998,"enriched"
"Kratosvirus","Kratosvirus",0.000334077401518663,0.00157102559530552,0.919463507201456,"enriched"
"Orthopoxvirus","Orthopoxvirus",0.000336377817284542,0.00157944675115878,0.922559607487428,"enriched"
"Stutzerimonas","Stutzerimonas",0.000337685257147086,0.00158318700741122,1.17990412122508,"depleted"
"Pseudomonas","Pseudomonas",0.000338542554740654,0.00158480872679953,1.15801160999469,"depleted"
"Lewinella","Lewinella",0.000340230258520323,0.00159030704548187,0.919680095858189,"enriched"
"Huiozyma","Huiozyma",0.000342710179790649,0.00159948621561931,0.916490369883889,"enriched"
"Saccharolobus","Saccharolobus",0.000346888621483708,0.00161655313981656,0.926010688835032,"enriched"
"Orthoflavivirus","Orthoflavivirus",0.000348061056943203,0.00161958140460508,0.927857677934996,"enriched"
"Sphingopyxis","Sphingopyxis",0.000349415174945439,0.00162344471837468,1.21485988050358,"depleted"
"Halobacterium","Halobacterium",0.000351116318356087,0.00162890639309209,1.1357207821786,"depleted"
"Sphingomonas","Sphingomonas",0.000354759181610853,0.00164334634351574,1.19508624981952,"depleted"
"Niveibacterium","Niveibacterium",0.000360693272835066,0.00166834097390428,1.13915273379193,"depleted"
"Bastillevirus","Bastillevirus",0.000362676955093609,0.00167501622032056,0.924953383193306,"enriched"
"Amycolatopsis","Amycolatopsis",0.000363669283166309,0.00167709986388749,1.2094881347407,"depleted"
"Jedunavirus","Jedunavirus",0.000365898749905605,0.00168487403559802,0.923303708665884,"enriched"
"Caproicibacter","Caproicibacter",0.000366702173847998,0.00168606830379072,1.19443545059216,"depleted"
"Claudivirus","Claudivirus",0.000367943895104751,0.00168927130508092,0.919004506329143,"enriched"
"Natevirus","Natevirus",0.00037277841740077,0.00170893537799554,0.925956534663131,"enriched"
"Avipoxvirus","Avipoxvirus",0.000374147021481477,0.00171178611188705,0.929870947154993,"enriched"
"Rosistilla","Rosistilla",0.000374504996405104,0.00171178611188705,1.17303730301887,"depleted"
"Kutzneria","Kutzneria",0.000375786329113928,0.00171511315747284,1.16571079849542,"depleted"
"Ramlibacter","Ramlibacter",0.000380378932046372,0.0017335210447231,1.14991919900075,"depleted"
"Nevevirus","Nevevirus",0.000388474137430889,0.00176781402628242,0.922372748581725,"enriched"
"Anatilimnocola","Anatilimnocola",0.000408459684700122,0.00185603601596141,0.925735468190602,"enriched"
"Azospirillum","Azospirillum",0.000415667422992082,0.0018855231838198,1.19514324833811,"depleted"
"Teredinibacter","Teredinibacter",0.000416276745823667,0.0018855231838198,1.15154481781416,"depleted"
"Betafusellovirus","Betafusellovirus",0.000416774243600053,0.0018855231838198,0.922442638084361,"enriched"
"Neisseria","Neisseria",0.000422122974350133,0.00190693745992866,1.14668819060304,"depleted"
"Pseudoalteromonas","Pseudoalteromonas",0.000433900603453304,0.0019572896216911,1.10467435110371,"depleted"
"Limdunavirus","Limdunavirus",0.000436992549976715,0.00196716732060662,0.894882518024227,"enriched"
"Derbicusvirus","Derbicusvirus",0.000437968404353777,0.00196716732060662,0.924223674377663,"enriched"
"Piscinibacter","Piscinibacter",0.000437994659960816,0.00196716732060662,1.12100484360723,"depleted"
"Archangium","Archangium",0.000441082159272135,0.00197816731054175,1.17106708088808,"depleted"
"Fletchervirus","Fletchervirus",0.000448317695203015,0.0020077117592979,0.925686807330442,"enriched"
"Acidimicrobium","Acidimicrobium",0.000457744388719091,0.00204696949587368,0.934385301431581,"enriched"
"Agrobacterium","Agrobacterium",0.000458881061179728,0.00204909568961956,1.15654481173686,"depleted"
"Roseibium","Roseibium",0.000469857714539669,0.00209509216886106,1.15318028556087,"depleted"
"Candidatus Ruthturnera","Candidatus Ruthturnera",0.000470641708646963,0.00209557278031169,0.928411890650134,"enriched"
"Orrella","Orrella",0.000479833777112064,0.00213343597599754,1.13545012673615,"depleted"
"Enterovibrio","Enterovibrio",0.000504981186404533,0.00224202965138632,0.935576978878822,"enriched"
"Tybeckvirus","Tybeckvirus",0.000507614116333107,0.00225049520245536,0.919630623075894,"enriched"
"Haematospirillum","Haematospirillum",0.000511706592626728,0.00226539818650033,0.943063030830891,"enriched"
"Rathayibacter","Rathayibacter",0.000515800588298529,0.00228026536824129,1.16893711664857,"depleted"
"Gordonvirus","Gordonvirus",0.000517753440857987,0.00228563805301838,0.929294788805169,"enriched"
"Methanopyrus","Methanopyrus",0.000518634476775911,0.00228627061668357,0.931060724228708,"enriched"
"Aegilops","Aegilops",0.000526449514262408,0.00231742477940228,1.09639012579464,"depleted"
"Candidatus Hoaglandella","Candidatus Hoaglandella",0.000531371299597005,0.00233577256376045,0.913735730751651,"enriched"
"Badnavirus","Badnavirus",0.000535618435502226,0.00235110698529943,0.925278652636386,"enriched"
"Bohxovirus","Bohxovirus",0.000538144969400968,0.00235885609642659,0.883232346104807,"enriched"
"Undibacterium","Undibacterium",0.000543257998369769,0.00237592997970545,1.11558902264856,"depleted"
"Methylococcus","Methylococcus",0.000544235451638879,0.00237592997970545,1.12647927458012,"depleted"
"Candidatus Moranella","Candidatus Moranella",0.000544340201868625,0.00237592997970545,0.919604319999169,"enriched"
"Aurantiacibacter","Aurantiacibacter",0.000549233577146142,0.00239391681515597,1.14102392488174,"depleted"
"Sciuriunavirus","Sciuriunavirus",0.000550679249894364,0.00239684690368348,0.930428521412021,"enriched"
"Acidipropionibacterium","Acidipropionibacterium",0.000552107811676164,0.0023996944016612,1.13900098358181,"depleted"
"Roseibacterium","Roseibacterium",0.000555966649477307,0.00241308213827755,0.945493660857166,"enriched"
"Methanonatronarchaeum","Methanonatronarchaeum",0.000560885253320566,0.00243102573432229,0.928036421361631,"enriched"
"Aminobacter","Aminobacter",0.000561919769973725,0.00243210805467678,1.20892901436519,"depleted"
"Dactylosporangium","Dactylosporangium",0.000562971925964781,0.00243326359632477,1.20028354429875,"depleted"
"Varunaivibrio","Varunaivibrio",0.000564987980175665,0.00243857625426795,1.11212054841895,"depleted"
"Candidatus Aciduliprofundum","Candidatus Aciduliprofundum",0.000567923101588919,0.00244783545455363,0.921722414451009,"enriched"
"Caldimonas","Caldimonas",0.000571540435714085,0.00246000529205271,1.13086384732455,"depleted"
"Erwinia","Erwinia",0.000572677597063833,0.00246148110027853,1.13018126196352,"depleted"
"Blastomonas","Blastomonas",0.00057817857959281,0.00248168340465113,1.16463976091406,"depleted"
"Leadbetterella","Leadbetterella",0.000585620395218404,0.00251014883095689,0.91265168230043,"enriched"
"Nocardia","Nocardia",0.000588336830745077,0.00251819191185542,1.1799500495827,"depleted"
"Rheavirus","Rheavirus",0.000589122018746427,0.00251819191185542,0.934554374187745,"enriched"
"Samunavirus","Samunavirus",0.000604370625009418,0.00257981345303607,0.925395445349972,"enriched"
"Izhakiella","Izhakiella",0.000608644027736291,0.00259349033876521,0.916420331767354,"enriched"
"Chromobacterium","Chromobacterium",0.000609248456476628,0.00259349033876521,1.15021336739064,"depleted"
"Fusarium","Fusarium",0.000611178670759863,0.00259813813537012,1.08950279398106,"depleted"
"Janibacter","Janibacter",0.000618942085799785,0.00262753633410073,1.18787395709715,"depleted"
"Moonvirus","Moonvirus",0.000627068168797367,0.00265839159384821,0.908494144636151,"enriched"
"Natrialba","Natrialba",0.000637050316918617,0.00269702039908578,0.937021680140374,"enriched"
"Silviavirus","Silviavirus",0.000638167478678132,0.00269806414246048,0.927745503615312,"enriched"
"Candidatus Carsonella","Candidatus Carsonella",0.00064249243065254,0.00271264855938995,0.930150704596361,"enriched"
"Vibrio","Vibrio",0.000648242215617401,0.00273320085197051,1.1055742436914,"depleted"
"Metabacillus","Metabacillus",0.000649447821422097,0.00273450743662094,1.11592494757055,"depleted"
"Dietzia","Dietzia",0.000650511729782838,0.00273450743662094,1.13729246570212,"depleted"
"Eurybiavirus","Eurybiavirus",0.000651199254025896,0.00273450743662094,0.925462433899579,"enriched"
