#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/gaoyunyun/miniconda3/envs/humann4/bin/metaphlan temp/concat/SRR28210355.fq --input_type fastq --db_dir /data/bjfu/db/metaphlan4/ -x mpa_vOct22_CHOCOPhlAnSGB_202403 --offline -t rel_ab_w_read_stats -o temp/metaphlan/SRR28210355_profile.tsv --nproc 8 --verbose
#69454266 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 55593827
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	19.95621	-	13860439
k__Bacteria	2	80.04379025472676	21.0447460910685	55593827
k__Bacteria|p__Firmicutes	2|1239	43.07169160613288	11.324211483129572	33117281
k__Bacteria|p__Actinobacteria	2|201174	36.45695282327251	9.585093875060014	21871338
k__Bacteria|p__Bacteroidetes	2|976	0.29843526758572325	0.07846255400980562	427587
k__Bacteria|p__Proteobacteria	2|1224	0.18497319489964806	0.04863320074460224	153154
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.03173736283599916	0.008344978124505539	24467
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	38.664608584772026	10.165521711783924	30722403
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	35.75865079709027	9.401500862277613	21293109
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	3.6198443398265847	0.9517130134919399	1721942
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.6982940218032108	0.18359301278240123	578229
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.552750397983041	0.14532577616755643	469764
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	0.29843526758572325	0.07846255400980562	427587
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.17231827166037575	0.04530425163546335	111379
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.07791462543395102	0.02048416005301009	46194
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.06076924556138855	0.015976866165653896	47888
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.050323530933146704	0.013230507830933144	47996
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.03810084416124994	0.010016874110374531	54250
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	2|95818|2093818	0.016865226606670926	0.004433736144387175	7930
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.013839571335042256	0.0036394119511088396	13369
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.012662927618297773	0.0033289491091388883	41775
k__Bacteria|p__Firmicutes|c__CFGB1872	2|1239|	0.00738804184051128	0.0019425735261799902	6844
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanoperiomorbia	2|95818|2171981	0.001032564894285975	0.00027183002900952436	3168
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	37.952771153657714	9.978369302764449	30225424
