#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/gaoyunyun/miniconda3/envs/humann4/bin/metaphlan temp/concat/SRR28210377.fq --input_type fastq --db_dir /data/bjfu/db/metaphlan4/ -x mpa_vOct22_CHOCOPhlAnSGB_202403 --offline -t rel_ab_w_read_stats -o temp/metaphlan/SRR28210377_profile.tsv --nproc 8 --verbose
#73536410 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 59824262
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	18.64675	-	13712148
k__Bacteria	2	81.35325344275033	20.870620045535315	59824262
k__Bacteria|p__Firmicutes	2|1239	62.6987165038927	16.084926279930382	43249194
k__Bacteria|p__Bacteroidetes	2|976	12.280143441977653	3.1503876699843487	12727086
k__Bacteria|p__Actinobacteria	2|201174	5.394216958100348	1.3838484651607463	3237654
k__Bacteria|p__Proteobacteria	2|1224	0.980176538779633	0.25145763045983893	610328
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	58.83150824823811	15.092820463719422	40908440
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	12.280143441977653	3.1503876699843487	12727086
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	4.989728581982993	1.280080464036587	2910110
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	3.45233920439793	0.8856729648713803	2016963
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.9356030912183502	0.24002232940930548	552776
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.4044883761173546	0.10376800112415924	327544
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.1493889792969224	0.03832432825166977	95528
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.10148818366983103	0.026036703772552613	77733
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.044573447561282904	0.011435301050533461	57552
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.032655195931919984	0.008377480524622834	22453
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.032175211736607756	0.008255050101453523	24550
k__Bacteria|p__Firmicutes|c__CFGB3529	2|1239|	0.0304993347156871	0.007824509130526432	26355
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.020875244833409735	0.00535473165244649	20851
