#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/gaoyunyun/miniconda3/envs/humann4/bin/metaphlan temp/concat/SRR28210376.fq --input_type fastq --db_dir /data/bjfu/db/metaphlan4/ -x mpa_vOct22_CHOCOPhlAnSGB_202403 --offline -t rel_ab_w_read_stats -o temp/metaphlan/SRR28210376_profile.tsv --nproc 8 --verbose
#77765480 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 64506605
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	17.04982	-	13258875
k__Bacteria	2	82.95017917975946	24.018208712111225	64506605
k__Bacteria|p__Firmicutes	2|1239	63.34852095843554	18.342551082915406	49739216
k__Bacteria|p__Actinobacteria	2|201174	16.64454239869091	4.819425180545928	11028520
k__Bacteria|p__Bacteroidetes	2|976	2.113520795392763	0.6119693066892247	2849851
k__Bacteria|p__Proteobacteria	2|1224	0.8137246677176042	0.23561302339039447	850704
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.02796250540149691	0.008096808613191321	23701
k__Bacteria|p__Fusobacteria	2|32066	0.0019078541211344673	0.0005533099570810234	14613
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	57.22099951744463	16.568328415984528	45507166
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	16.333902272680632	4.729478588364273	10694903
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	2.7800918452454737	0.8049747724059498	1580925
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.4612977166218224	0.7126690400049533	2017872
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	2.112135527400461	0.6115692103699424	2844183
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.5539247065265978	0.16038893005700627	392507
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.45402780574041335	0.131462525281095	322068
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.3596968619771909	0.10415049810929948	528636
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.3106401260102812	0.0899465921816554	333617
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.18771625548379564	0.054353017255488675	119902
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.0736597591116264	0.021328883089177537	62802
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.06071953115958392	0.017582039882887812	40856
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	2|95818|2093818	0.02377352135291906	0.006884190118953443	10273
k__Bacteria|p__Firmicutes|c__CFGB9491	2|1239|	0.00926553501437913	0.0026826782229717786	10793
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.003973313582710478	0.0011508743697633552	9991
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	0.0019078541211344673	0.0005533099570810234	14613
k__Bacteria|p__Bacteroidetes|c__CFGB343	2|976|	0.001385267992301983	0.00040009631928228606	5668
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.0008377968097155706	0.00024330601244466332	6393
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanoperiomorbia	2|95818|2171981	0.00021567046586737457	6.174412447452345e-05	3437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	52.670460522875956	15.250721175204157	42038806
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	16.197109132195287	4.689868787103881	10506080
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	4.154659264433268	1.2029808007670282	3179196
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	2.779336998614938	0.804755407101015	1573684
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	2.4612977166218224	0.7126690400049533	2017872
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	2.112135527400461	0.6115692103699424	2844183
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.5539247065265978	0.16038893005700627	392507
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.45402780574041335	0.131462525281095	322068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.395879730135402	0.11462644001334328	289164
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.35764799255145086	0.1035577921919357	523545
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.31038298045482393	0.08987235415259325	329125
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292	2|1239||	0.18771625548379564	0.054353017255488675	119902
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	0.13656917500155596	0.039542439352348954	184346
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.0736597591116264	0.021328883089177537	62802
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	0.06071953115958392	0.017582039882887812	40856
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Saccharimonales	2|95818|2093818|2093825	0.02377352135291906	0.006884190118953443	10273
