#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/gaoyunyun/miniconda3/envs/humann4/bin/metaphlan temp/concat/SRR28210368.fq --input_type fastq --db_dir /data/bjfu/db/metaphlan4/ -x mpa_vOct22_CHOCOPhlAnSGB_202403 --offline -t rel_ab_w_read_stats -o temp/metaphlan/SRR28210368_profile.tsv --nproc 8 --verbose
#71562906 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 61777296
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	13.67414	-	9785610
k__Bacteria	2	86.32586273117528	19.375280412284173	61777296
k__Bacteria|p__Firmicutes	2|1239	61.76337509137597	13.862389272398346	37645549
k__Bacteria|p__Bacteroidetes	2|976	21.820277549453344	4.897420419630801	22336645
k__Bacteria|p__Actinobacteria	2|201174	2.073529957630284	0.4653903734139415	1148769
k__Bacteria|p__Proteobacteria	2|1224	0.667747813398187	0.14987240667051796	642525
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.0009236867312235756	0.00020794017056703333	3808
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	59.32572264474559	13.315273592088811	36169292
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	21.820277549453344	4.897420419630801	22336645
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	1.9610214607327434	0.4401386570713117	1049875
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.1151747599338686	0.2502930375576552	519825
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.5915479743653786	0.13276988051068464	429494
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.5337096463354911	0.11978830616181835	552758
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.32837494924311766	0.07370163400953705	216646
k__Bacteria|p__Firmicutes|c__CFGB9583	2|1239|	0.2126119673206116	0.04771883507208378	147582
k__Bacteria|p__Firmicutes|c__CFGB1325	2|1239|	0.16968211578439815	0.038083387762981966	110659
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.13403816706269586	0.030084100508699616	89767
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.11250849689754075	0.025251716342629765	98894
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.00988431128271957	0.0022186709410410154	13817
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.005628446250072628	0.0012639333870970038	7322
k__Bacteria|p__Firmicutes|c__CFGB9491	2|1239|	0.0032285872661459553	0.0007237951061777551	7976
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.0009668496625891631	0.0002163647945996204	11354
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.0009236867312235756	0.00020794017056703333	3808
