#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/gaoyunyun/miniconda3/envs/humann4/bin/metaphlan temp/concat/SRR28210369.fq --input_type fastq --db_dir /data/bjfu/db/metaphlan4/ -x mpa_vOct22_CHOCOPhlAnSGB_202403 --offline -t rel_ab_w_read_stats -o temp/metaphlan/SRR28210369_profile.tsv --nproc 8 --verbose
#132775712 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 106744873
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	19.60512	-	26030839
k__Bacteria	2	80.39487899714672	34.580320761690224	106744873
k__Bacteria|p__Firmicutes	2|1239	44.50625127535283	19.143512034481518	52530712
k__Bacteria|p__Bacteroidetes	2|976	20.11299787979657	8.651222470637194	37185698
k__Bacteria|p__Actinobacteria	2|201174	13.796677737530944	5.93437635016535	13482904
k__Bacteria|p__Proteobacteria	2|1224	1.8331640308929391	0.7884997764947494	3427630
k__Bacteria|p__Bacteria_unclassified	2|	0.14526550685994438	0.06248380994330066	110664
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.0005225667134814536	0.00022631996811565679	7265
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	41.834134524173066	17.99415459422771	49426201
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	20.11299787979657	8.651222470637194	37185698
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	11.35104139997404	4.88243330963396	10930026
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.4456363375569024	1.0519430405313903	2552878
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	1.4953527888348286	0.643197780736759	2942351
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.2752155311648414	0.5485113055478444	1343242
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.557241024792923	0.23968616787491964	719259
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.301344124945005	0.1296189518683203	319189
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.2077966437439251	0.08938094097033673	260086
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.19110666686411745	0.08220184071499395	336546
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.16234137915893834	0.06982951129043638	242618
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.1466965357060936	0.06310015504299643	148733
k__Bacteria|p__Bacteria_unclassified|c__CFGB2989	2||	0.14526550685994438	0.06248380994330066	110664
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.0402778343775705	0.01732590142591566	40543
k__Bacteria|p__Firmicutes|c__CFGB3529	2|1239|	0.02464906990052518	0.01060358834126171	31891
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.022381934312805645	0.009626102035693068	22927
k__Bacteria|p__Firmicutes|c__CFGB15212	2|1239|	0.01995400896709181	0.00858171116746421	18121
k__Bacteria|p__Firmicutes|c__CFGB32970	2|1239|	0.014993644932967861	0.0064495613397580875	18927
k__Bacteria|p__Firmicutes|c__CFGB1347	2|1239|	0.012404929829259738	0.005335671159623432	15563
k__Bacteria|p__Firmicutes|c__CFGB9491	2|1239|	0.011319598962798258	0.00486970641362823	14609
k__Bacteria|p__Firmicutes|c__CFGB30328	2|1239|	0.009816214725551614	0.00422094789844382	15117
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.009767977798153325	0.004201053284401249	27195
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.002540478176309836	0.0010910578868054785	7929
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.00045825081028373627	0.00019572991102128327	3707
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	2|95818|2093818	7.235539109743205e-05	3.0590057094373524e-05	3558
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	5.6276415298002694e-05	2.52617489563914e-05	7295
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	40.16072315733536	17.274368034944434	47529882
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	20.11299787979657	8.651222470637194	37185698
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	11.313730136631465	4.86638512704004	10834342
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.617681636716887	0.6958137003017568	1487530
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	1.4953527888348286	0.643197780736759	2942351
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	1.4323232037010656	0.6160858617317427	1615435
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	1.222034318708229	0.5256331603352067	1282642
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.8279547008400151	0.3561293402296334	1065348
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.557241024792923	0.23968616787491964	719259
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.30046782076393613	0.1292398996314473	312692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.24108816313664355	0.10370069755153119	280884
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.2077966437439251	0.08938094097033673	260086
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.19110666686411745	0.08220184071499395	336546
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	2|1239||	0.16234137915893834	0.06982951129043638	242618
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.1466965357060936	0.06310015504299643	148733
k__Bacteria|p__Bacteria_unclassified|c__CFGB2989|o__OFGB2989	2|||	0.14526550685994438	0.06248380994330066	110664
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.05318925194451226	0.022878145212637722	60600
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047	2|1239||	0.0402778343775705	0.01732590142591566	40543
