#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/gaoyunyun/miniconda3/envs/humann4/bin/metaphlan temp/concat/SRR28210364.fq --input_type fastq --db_dir /data/bjfu/db/metaphlan4/ -x mpa_vOct22_CHOCOPhlAnSGB_202403 --offline -t rel_ab_w_read_stats -o temp/metaphlan/SRR28210364_profile.tsv --nproc 8 --verbose
#73893982 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 68723698
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	6.99689	-	5170284
k__Bacteria	2	93.00310544910138	24.33065671308525	68723698
k__Bacteria|p__Firmicutes	2|1239	71.81978812095956	18.788863699448964	50217097
k__Bacteria|p__Bacteroidetes	2|976	7.763508629848098	2.0310201277933118	9279569
k__Bacteria|p__Actinobacteria	2|201174	7.679759333391181	2.0091120617323597	4838383
k__Bacteria|p__Verrucomicrobia	2|74201	5.348562092825095	1.3992433761966554	3870993
k__Bacteria|p__Proteobacteria	2|1224	0.36495348609281875	0.09547632424959537	484470
k__Bacteria|p__Bacteria_unclassified	2|	0.013652855879928084	0.0035725913534073797	9624
k__Bacteria|p__Synergistetes	2|508458	0.008463282595868227	0.0022137837061575938	17526
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.004417647508832316	0.0011547486047983873	6036
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	54.5262419754315	14.264676320986949	39236598
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	11.142199847087413	2.914924957359366	7178025
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	7.763508629848098	2.0310201277933118	9279569
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	7.138481259677412	1.8675059631542064	4342114
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	5.348562092825095	1.3992433761966554	3870993
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	4.193705331221425	1.0971200400453363	2300062
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.27975063191127	0.3347967379058456	1005205
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.541287374024315	0.14160609857815348	496269
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.3749141186864175	0.0980820643245543	217373
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.2552005213523342	0.06676390888084398	413121
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.1912422857349872	0.05003138633071339	144368
