#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/gaoyunyun/miniconda3/envs/humann4/bin/metaphlan temp/concat/SRR28210373.fq --input_type fastq --db_dir /data/bjfu/db/metaphlan4/ -x mpa_vOct22_CHOCOPhlAnSGB_202403 --offline -t rel_ab_w_read_stats -o temp/metaphlan/SRR28210373_profile.tsv --nproc 8 --verbose
#72782392 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 59935145
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	17.65159	-	12847247
k__Bacteria	2	82.34841333601676	20.933486320534303	59935145
k__Bacteria|p__Firmicutes	2|1239	68.30507725871114	17.363581234425737	47310278
k__Bacteria|p__Bacteroidetes	2|976	10.51846988834676	2.6738604142106714	10371887
k__Bacteria|p__Actinobacteria	2|201174	2.923788650336609	0.7432463690377366	1818182
k__Bacteria|p__Proteobacteria	2|1224	0.5199808211689443	0.13218211495223475	372291
k__Bacteria|p__Verrucomicrobia	2|74201	0.03295583501707391	0.008378170958617263	28550
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.02631855290219096	0.0066902068718364335	14015
k__Bacteria|p__Synergistetes	2|508458	0.021822329534044442	0.005547810077471029	19942
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	59.40840172712791	15.101990484993397	41765152
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	10.51846988834676	2.6738604142106714	10371887
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	2.491624177149193	0.6333873627631031	1346854
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.811870964425709	0.46058827388797013	1007266
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	1.7449052347008602	0.443565453749558	1031242
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	1.4478415684325132	0.36805114128590427	935496
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.4292637663839078	0.3633273943126773	854589
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.113943456878966	0.2831722667859944	870278
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.6181401298654763	0.15713587047548974	412196
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.35115010414744274	0.0892653984205975	261379
k__Bacteria|p__Firmicutes|c__CFGB3035	2|1239|	0.2660841931713374	0.06763998339313931	210411
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.2561612093643474	0.06511856960327994	168727
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	0.21282947426693535	0.0541027522008543	132004
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.14463675318337985	0.03676673745005249	77047
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.11918285862121707	0.030296807898902323	126517
k__Bacteria|p__Firmicutes|c__CFGB1311	2|1239|	0.09764051369251507	0.02482152042588106	76999
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.06378708097007858	0.01621550365404366	37621
k__Bacteria|p__Actinobacteria|c__CFGB2992	2|201174|	0.0466833155201879	0.011867833439154951	28097
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.04610687662683579	0.011721357030516182	43576
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.03295583501707391	0.008378170958617263	28550
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.032428805171723404	0.008244493192814945	36703
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.022448177475398172	0.005706047172214374	7075
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.021822329534044442	0.005547810077471029	19942
k__Bacteria|p__Firmicutes|c__CFGB32970	2|1239|	0.014921532496486239	0.0037933815353016495	14835
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.013982760584455646	0.0035543261165098903	10899
k__Bacteria|p__Firmicutes|c__CFGB9491	2|1239|	0.007963091569592821	0.002024515735186841	8819
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.0033598152641094842	0.000853373952018391	6501
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.0026598537507533417	0.0006765966996942461	8682
k__Bacteria|p__Firmicutes|c__CFGB3069	2|1239|	0.002643384068086138	0.0006719723566573389	13295
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	2|95818|2093818	0.002470452400080503	0.00062874339632554	4162
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanoperiomorbia	2|95818|2171981	0.001399923026712285	0.0003554163032965194	2778
k__Bacteria|p__Firmicutes|c__CFGB1249	2|1239|	0.0003540981773448721	8.932388771934729e-05	10520
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.0002635149226752537	6.702316928969863e-05	5046
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	57.83988679379279	14.703264205787963	40645886
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	10.51846988834676	2.6738604142106714	10371887
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806	2|1239||	2.491624177149193	0.6333873627631031	1346854
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	1.7449052347008602	0.443565453749558	1031242
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.7358057350272305	0.4412537061052185	956502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	1.4510943307592858	0.3688779296309128	976730
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	1.393475145948075	0.354230565372048	811327
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.2933394753314786	0.3287755725104675	718032
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.113943456878966	0.2831722667859944	870278
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.6175801606547913	0.15699375093632656	404447
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.35115010414744274	0.0892653984205975	261379
k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035	2|1239||	0.2660841931713374	0.06763998339313931	210411
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.2561612093643474	0.06511856960327994	168727
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354	2|1239||	0.21282947426693535	0.0541027522008543	132004
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.14463675318337985	0.03676673745005249	77047
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.13592429105242929	0.034551821802209795	136557
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.11918285862121707	0.030296807898902323	126517
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.1174206025758263	0.02984834957452053	142536
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311	2|1239||	0.09764051369251507	0.02482152042588106	76999
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.07605699455714508	0.01933456778275162	50764
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292	2|1239||	0.06378708097007858	0.01621550365404366	37621
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992	2|201174||	0.0466833155201879	0.011867833439154951	28097
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	0.046518618693515874	0.011825151565089566	114400
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	2|1239||	0.04610687662683579	0.011721357030516182	43576
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.03295583501707391	0.008378170958617263	28550
k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924	2|1239||	0.032428805171723404	0.008244493192814945	36703
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified	2|95818||	0.022448177475398172	0.005706047172214374	7075
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	2|508458|649775|649776	0.021822329534044442	0.005547810077471029	19942
k__Bacteria|p__Firmicutes|c__CFGB32970|o__OFGB32970	2|1239||	0.014921532496486239	0.0037933815353016495	14835
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	2|1239||	0.013982760584455646	0.0035543261165098903	10899
k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491	2|1239||	0.007963091569592821	0.002024515735186841	8819
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2|201174|1760|85006	0.007847803790922397	0.001995424348766694	9769
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	0.0033598152641094842	0.000853373952018391	6501
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	2|1239||	0.0026598537507533417	0.0006765966996942461	8682
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069	2|1239||	0.002643384068086138	0.0006719723566573389	13295
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Saccharimonales	2|95818|2093818|2093825	0.002470452400080503	0.00062874339632554	4162
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanoperiomorbia|o__Candidatus_Nanoperiomorbales	2|95818|2171981|2171983	0.001399923026712285	0.0003554163032965194	2778
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.0005599692106849141	0.00014211953916316866	7749
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249	2|1239||	0.0003540981773448721	8.932388771934729e-05	10520
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047	2|1239||	0.0002635149226752537	6.702316928969863e-05	5046
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	26.180718127949135	6.655302847234342	20611647
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	19.959822530258418	5.073911868031209	12246325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2|1239|186801|186802|	6.227541114646933	1.5830800127567324	4006526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	4.636940336855101	1.1787394091834953	5657684
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	3.750154978163537	0.9533136445573462	3054264
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	2|1239|186801|186802|186806	3.1659506294338335	0.8048037328697599	1985802
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806	2|1239|||	2.491624177149193	0.6333873627631031	1346854
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	2.0898215639587665	0.5312448034316571	1570303
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	2|1239|||	1.7449052347008602	0.443565453749558	1031242
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	1.7358057350272305	0.4412537061052185	956502
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	1.4840913399830278	0.3772651078299086	931915
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	1.4281767673278725	0.3630516080466586	956374
