#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/gaoyunyun/miniconda3/envs/humann4/bin/metaphlan temp/concat/SRR28210371.fq --input_type fastq --db_dir /data/bjfu/db/metaphlan4/ -x mpa_vOct22_CHOCOPhlAnSGB_202403 --offline -t rel_ab_w_read_stats -o temp/metaphlan/SRR28210371_profile.tsv --nproc 8 --verbose
#74753252 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 59145204
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	20.87942	-	15608048
k__Bacteria	2	79.12057658708949	19.62517947104798	59145204
k__Bacteria|p__Firmicutes	2|1239	66.49536947754889	16.493605169713877	45390293
k__Bacteria|p__Bacteroidetes	2|976	12.243054724624956	3.0367845106699076	13406563
k__Bacteria|p__Actinobacteria	2|201174	0.3044243304764855	0.07550891145530761	297050
k__Bacteria|p__Proteobacteria	2|1224	0.07694476073094453	0.01908501749140798	46323
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.0007912057658708949	0.00019586171747761793	4975
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	58.141399662428064	14.421475020031298	40812619
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	12.243054724624956	3.0367845106699076	13406563
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	2.629817636659339	0.652304512608961	1129063
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	2.6207266824094826	0.6500479578203238	1362145
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.1911207202303387	0.2954475926812122	871365
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.7269123853362259	0.18030361047071838	519744
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.664850205061313	0.16490956764725503	378959
k__Bacteria|p__Firmicutes|c__CFGB3005	2|1239|	0.4714795158824662	0.1169462201647504	287484
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.20934513359178006	0.0519263817512428	214640
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.09507128482704673	0.02358252970406481	82410
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.07694476073094453	0.01908501749140798	46323
k__Bacteria|p__Firmicutes|c__CFGB15212	2|1239|	0.0439435682364695	0.010899126549423023	21120
k__Bacteria|p__Firmicutes|c__CFGB9491	2|1239|	0.005127013362843398	0.0012715617399355512	7794
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.0007437334199186411	0.0001848745107501557	2347
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia	2|95818|2171982	4.747234595225369e-05	1.0987206727462238e-05	2628
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	58.10888901750843	14.413410294852813	40760615
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	12.243054724624956	3.0367845106699076	13406563
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	2.629817636659339	0.652304512608961	1129063
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	2.6207266824094826	0.6500479578203238	1362145
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.1911207202303387	0.2954475926812122	871365
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.7269123853362259	0.18030361047071838	519744
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.664850205061313	0.16490956764725503	378959
k__Bacteria|p__Firmicutes|c__CFGB3005|o__OFGB3005	2|1239||	0.4714795158824662	0.1169462201647504	287484
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.20934513359178006	0.0519263817512428	214640
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	0.08299748483985686	0.020587200459118996	58941
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.07694476073094453	0.01908501749140798	46323
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212	2|1239||	0.0439435682364695	0.010899126549423023	21120
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.026315503772865963	0.00652747445805365	29584
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	0.012073799987189856	0.0029953292449458146	23469
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.006195141146769107	0.0015372507204313183	22420
k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491	2|1239||	0.005127013362843398	0.0012715617399355512	7794
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified	2|95818||	0.0007437334199186411	0.0001848745107501557	2347
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales	2|95818|2171982|2171984	4.747234595225369e-05	1.0987206727462238e-05	2628
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	30.046252584504018	7.452714418050252	21836024
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	14.063358093991148	3.4882954783119007	9642002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2|1239|186801|186802|	11.083060039223978	2.749058373896823	7096576
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	10.396831454368835	2.5788451252703046	12066353
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	2.629817636659339	0.652304512608961	1129063
