#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/gaoyunyun/miniconda3/envs/humann4/bin/metaphlan temp/concat/SRR28210350.fq --input_type fastq --db_dir /data/bjfu/db/metaphlan4/ -x mpa_vOct22_CHOCOPhlAnSGB_202403 --offline -t rel_ab_w_read_stats -o temp/metaphlan/SRR28210350_profile.tsv --nproc 8 --verbose
#70189254 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 57088980
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	18.66422	-	13100274
k__Bacteria	2	81.33578396487873	19.59200168358309	57088980
k__Bacteria|p__Firmicutes	2|1239	52.30674172541284	12.599543549522897	33443798
k__Bacteria|p__Bacteroidetes	2|976	16.490691928046424	3.9722452978596476	16247061
k__Bacteria|p__Actinobacteria	2|201174	12.343087494854982	2.973178661481301	7165085
k__Bacteria|p__Proteobacteria	2|1224	0.18794259600764526	0.04527137013179885	222171
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.007320220556839085	0.001762804587444815	10865
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	38.92319061492233	9.375740392240859	26104183
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	16.490691928046424	3.9722452978596476	16247061
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	10.909528035317201	2.627864603879549	6071144
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	7.737944876125909	1.8639015816982192	4207736
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	4.7553454109770135	1.1454589003645506	2377283
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.4335675931161769	0.3453140576017525	1093941
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.45976678601827004	0.11074773044522364	411838
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.26981519614669225	0.0649917094135238	179812
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.084841356253765	0.020436362909057388	77497
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.07809048618468006	0.018810369451558204	103613
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.07027411734565522	0.01692721781251521	58012
k__Bacteria|p__Firmicutes|c__CFGB3012	2|1239|	0.02505142146118265	0.006033463761935028	24842
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.025010753569200208	0.006024637771183255	41061
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.02094396437095627	0.005044121629696581	24078
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.019642591827518215	0.004730931911269992	10035
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.01521792517982881	0.003665149854197643	12626
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.006214053894916735	0.0014966261988904024	8827
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.005392562476871459	0.0012988954913526383	5038
k__Bacteria|p__Firmicutes|c__CFGB9491	2|1239|	0.001602314944108111	0.0003865635225697076	6625
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanoperiomorbia	2|95818|2171981	0.0012525710730591324	0.0003007620780642633	2836
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.0012281703378696689	0.00029588810926430725	7841
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	2|95818|2093818	0.0006750870069084934	0.00016314701802791335	2991
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.000512415438978736	0.0001232725601827051	10060
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	37.42777529167927	9.0155275995556	25173977
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	16.490691928046424	3.9722452978596476	16247061
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	10.736510555667111	2.586189556209223	5845437
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	6.392016590231889	1.5396961860567127	3484076
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	4.7553454109770135	1.1454589003645506	2377283
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	1.0266934674102677	0.24730797259953496	544774
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.9588838243187483	0.23097410909759672	612408
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.8917818025477233	0.21481158544961432	630836
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.5417776569900572	0.13050247215213814	463105
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.5365314989243225	0.1292386835876613	317798
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.45976678601827004	0.11074773044522364	411838
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.3192348184837525	0.07689742304197145	178886
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.26981519614669225	0.0649917094135238	179812
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	0.17225292328082017	0.04149130111351628	211084
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.084841356253765	0.020436362909057388	77497
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.07809048618468006	0.018810369451558204	103613
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	0.07027411734565522	0.01692721781251521	58012
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012	2|1239||	0.02505142146118265	0.006033463761935028	24842
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.025010753569200208	0.006024637771183255	41061
